,loss,mse,mae,val_loss,val_mse,val_mae
0,537.5745849609375,537.5745849609375,14.829721450805664,300.5279541015625,300.5279541015625,16.20343017578125
1,575.3826293945312,575.3826293945312,15.05655288696289,275.3200378417969,275.3200378417969,15.410594940185547
2,434.860595703125,434.860595703125,10.485761642456055,115.85745239257812,115.85745239257812,9.777095794677734
3,369.422119140625,369.422119140625,8.002208709716797,65.29389953613281,65.29389953613281,6.957623481750488
4,360.424560546875,360.424560546875,7.684757709503174,34.45261001586914,34.45261001586914,4.268949031829834
5,356.3625183105469,356.3625183105469,7.495202541351318,67.01573944091797,67.01573944091797,6.680682182312012
6,351.8276062011719,351.8276062011719,7.135644912719727,45.1226806640625,45.1226806640625,5.305081367492676
7,345.3629455566406,345.3629455566406,6.764338493347168,40.88662338256836,40.88662338256836,5.080348014831543
8,349.451904296875,349.451904296875,7.074102401733398,40.65484619140625,40.65484619140625,5.127405166625977
9,361.1105041503906,361.1105041503906,7.937666416168213,57.93453598022461,57.93453598022461,5.871808052062988
10,368.515625,368.515625,7.886129856109619,34.226768493652344,34.226768493652344,4.408514499664307
11,347.3072814941406,347.3072814941406,7.794721603393555,68.04578399658203,68.04578399658203,6.903509140014648
12,352.72027587890625,352.72027587890625,7.4137701988220215,36.2344970703125,36.2344970703125,4.606708526611328
13,362.25335693359375,362.25335693359375,7.807349681854248,35.87343215942383,35.87343215942383,4.704041004180908
14,352.6751403808594,352.6751403808594,8.38900375366211,89.25286102294922,89.25286102294922,8.278216361999512
15,371.8917236328125,371.8917236328125,8.242615699768066,38.06045913696289,38.06045913696289,4.855350017547607
16,346.60430908203125,346.60430908203125,6.807300567626953,37.923423767089844,37.923423767089844,4.6870341300964355
17,351.8623962402344,351.8623962402344,6.990954875946045,48.96223449707031,48.96223449707031,5.685663223266602
18,344.5614929199219,344.5614929199219,7.15020751953125,53.3111457824707,53.3111457824707,6.013330459594727
19,371.8208312988281,371.8208312988281,8.028334617614746,41.677913665771484,41.677913665771484,5.377191543579102
20,353.04974365234375,353.04974365234375,7.230201721191406,42.12358474731445,42.12358474731445,4.890807628631592
21,353.5398864746094,353.5398864746094,7.047974109649658,39.16341781616211,39.16341781616211,4.790994644165039
22,361.0768737792969,361.0768737792969,8.194997787475586,76.1049575805664,76.1049575805664,7.525918960571289
23,350.5002136230469,350.5002136230469,7.602053642272949,46.6251335144043,46.6251335144043,5.4042816162109375
24,354.14166259765625,354.14166259765625,7.3713765144348145,49.966941833496094,49.966941833496094,5.416743755340576
25,355.2542419433594,355.2542419433594,7.091975212097168,41.19269943237305,41.19269943237305,4.488624095916748
