Humidity_Seoul,Seoul_Building_Agg,Temperature_Seoul,day,dayOfWeek,hour,month,year
57,23.9,-1.4,19,6,4,3,2010
55,23.7,-1.2,19,6,5,3,2010
70,23.3,-1.3,19,6,6,3,2010
74,28.9,-1.7,19,6,7,3,2010
65,35.3,-0.9,19,6,8,3,2010
56,39.5,0.4,19,6,9,3,2010
51,38.7,1.5,19,6,10,3,2010
39,36.6,3.5,19,6,11,3,2010
29,35.4,4.7,19,6,12,3,2010
26,37.1,6.3,19,6,13,3,2010
26,34.7,8.3,19,6,14,3,2010
32,30.4,8.3,19,6,15,3,2010
35,30.7,8.3,19,6,16,3,2010
36,34,8.3,19,6,17,3,2010
38,39.9,8.7,19,6,18,3,2010
38,45.6,8.7,19,6,19,3,2010
39,52.1,8.9,19,6,20,3,2010
42,50.7,8.5,19,6,21,3,2010
42,48.3,8.4,19,6,22,3,2010
43,52,8.3,19,6,23,3,2010
43,48.2,8.3,19,6,24,3,2010
43,38,8.3,20,7,1,3,2010
47,29.9,8.4,20,7,2,3,2010
50,27.4,8.8,20,7,3,3,2010
53,27.9,8.8,20,7,4,3,2010
55,25.3,8.8,20,7,5,3,2010
57,25.2,9.1,20,7,6,3,2010
59,32.5,9.2,20,7,7,3,2010
65,37.1,9.4,20,7,8,3,2010
66,43.4,9.9,20,7,9,3,2010
71,44.9,10.6,20,7,10,3,2010
84,38.7,11.3,20,7,11,3,2010
93,36.6,8,20,7,12,3,2010
94,31.9,5.4,20,7,13,3,2010
89,35.3,7,20,7,14,3,2010
81,32.7,7.7,20,7,15,3,2010
82,34.3,6.8,20,7,16,3,2010
81,35.5,6.1,20,7,17,3,2010
78,37.7,6,20,7,18,3,2010
79,43.8,5.6,20,7,19,3,2010
76,51.9,4.6,20,7,20,3,2010
76,55.7,3.8,20,7,21,3,2010
73,55,3.6,20,7,22,3,2010
64,51.1,2.7,20,7,23,3,2010
63,46.2,1.1,20,7,24,3,2010
61,36.5,0.6,21,1,1,3,2010
57,30.4,0.6,21,1,2,3,2010
50,25.7,0.2,21,1,3,3,2010
47,21.6,-0.2,21,1,4,3,2010
45,23.2,-0.5,21,1,5,3,2010
46,24.9,-0.7,21,1,6,3,2010
47,28.8,-0.7,21,1,7,3,2010
45,34.9,0,21,1,8,3,2010
38,42.4,1.3,21,1,9,3,2010
35,41.8,2.3,21,1,10,3,2010
30,38.5,3.2,21,1,11,3,2010
27,36.8,4.2,21,1,12,3,2010
28,37.1,5.8,21,1,13,3,2010
31,32.2,6.1,21,1,14,3,2010
34,30.2,6.5,21,1,15,3,2010
36,30.7,6.6,21,1,16,3,2010
39,28.9,6,21,1,17,3,2010
44,38.2,5.3,21,1,18,3,2010
50,41.5,3.9,21,1,19,3,2010
61,51.7,3.1,21,1,20,3,2010
63,54,2.7,21,1,21,3,2010
62,50.5,2.6,21,1,22,3,2010
65,50.2,2.4,21,1,23,3,2010
67,45.8,2.3,21,1,24,3,2010
73,38.2,2.1,22,2,1,3,2010
76,28.8,1.8,22,2,2,3,2010
77,25.8,2,22,2,3,3,2010
79,24.9,1.9,22,2,4,3,2010
75,23.4,2,22,2,5,3,2010
71,25.7,2.3,22,2,6,3,2010
74,32.6,2.3,22,2,7,3,2010
68,39.5,2.7,22,2,8,3,2010
63,40.6,3.7,22,2,9,3,2010
59,39,4.5,22,2,10,3,2010
58,37.3,5,22,2,11,3,2010
59,36.7,4.8,22,2,12,3,2010
57,32.3,4.9,22,2,13,3,2010
56,31.8,4.6,22,2,14,3,2010
90,30.6,2,22,2,15,3,2010
94,29.9,0.8,22,2,16,3,2010
96,32.6,0.7,22,2,17,3,2010
96,35.4,0.4,22,2,18,3,2010
97,45.4,0.1,22,2,19,3,2010
97,50.9,0.1,22,2,20,3,2010
96,46.6,0.3,22,2,21,3,2010
95,50.1,0.4,22,2,22,3,2010
94,47,0.7,22,2,23,3,2010
93,44.3,0.9,22,2,24,3,2010
93,39.1,1,23,3,1,3,2010
92,29,1.1,23,3,2,3,2010
93,27,1,23,3,3,3,2010
93,25.6,1.1,23,3,4,3,2010
93,23.8,1.1,23,3,5,3,2010
93,22.6,1.2,23,3,6,3,2010
94,26.1,0.9,23,3,7,3,2010
89,28.9,1.9,23,3,8,3,2010
84,36,3.8,23,3,9,3,2010
78,37.9,4.9,23,3,10,3,2010
72,43.1,6.1,23,3,11,3,2010
62,44.4,7.8,23,3,12,3,2010
59,42.8,8.6,23,3,13,3,2010
56,37.8,9.7,23,3,14,3,2010
51,36,9.9,23,3,15,3,2010
46,37.3,10,23,3,16,3,2010
45,34,9.8,23,3,17,3,2010
47,37.5,9.3,23,3,18,3,2010
50,48.5,8.7,23,3,19,3,2010
54,52.5,8.2,23,3,20,3,2010
55,52.2,7.7,23,3,21,3,2010
58,52.1,7.2,23,3,22,3,2010
60,50.7,7,23,3,23,3,2010
58,46.9,6.2,23,3,24,3,2010
60,39.7,5.6,24,4,1,3,2010
53,30.8,5.7,24,4,2,3,2010
60,30.1,5,24,4,3,3,2010
60,28.3,4.8,24,4,4,3,2010
61,26.8,4.8,24,4,5,3,2010
63,24,4.5,24,4,6,3,2010
62,27.2,4.7,24,4,7,3,2010
59,27.7,5.7,24,4,8,3,2010
53,34,7,24,4,9,3,2010
48,39,8.9,24,4,10,3,2010
47,42.6,9.9,24,4,11,3,2010
43,44.3,11.2,24,4,12,3,2010
39,40.9,12.1,24,4,13,3,2010
33,38.7,12.8,24,4,14,3,2010
36,38.7,12.6,24,4,15,3,2010
35,39.6,13.2,24,4,16,3,2010
37,34.7,12.6,24,4,17,3,2010
36,43.1,12.3,24,4,18,3,2010
41,52.2,11.4,24,4,19,3,2010
46,59.8,10.4,24,4,20,3,2010
55,62.4,9,24,4,21,3,2010
59,54.5,8.3,24,4,22,3,2010
56,53.1,8.2,24,4,23,3,2010
56,42.1,8.2,24,4,24,3,2010
54,38.4,8.1,25,5,1,3,2010
56,29.5,7.6,25,5,2,3,2010
50,26.7,7.3,25,5,3,3,2010
49,24.2,6.7,25,5,4,3,2010
49,23.6,6.3,25,5,5,3,2010
48,25.2,6.3,25,5,6,3,2010
66,29.3,5.8,25,5,7,3,2010
62,39,6.1,25,5,8,3,2010
62,39.8,6.5,25,5,9,3,2010
57,38.2,6.7,25,5,10,3,2010
49,36.3,8.8,25,5,11,3,2010
59,40.2,7.8,25,5,12,3,2010
73,36.2,6,25,5,13,3,2010
79,30.9,5.8,25,5,14,3,2010
74,29,6.2,25,5,15,3,2010
19,28.4,6.5,25,5,16,3,2010
15,29.7,5.7,25,5,17,3,2010
21,38.4,4.8,25,5,18,3,2010
19,42.2,3.3,25,5,19,3,2010
23,47.2,2.4,25,5,20,3,2010
27,49.7,1.5,25,5,21,3,2010
30,49,1.1,25,5,22,3,2010
31,50.4,0.6,25,5,23,3,2010
36,39.6,-0.1,25,5,24,3,2010
39,36.6,-0.7,26,6,1,3,2010
32,31,-1.2,26,6,2,3,2010
31,27,-1.6,26,6,3,3,2010
33,26.8,-2,26,6,4,3,2010
36,22.4,-2.3,26,6,5,3,2010
40,22.1,-2.7,26,6,6,3,2010
42,29.4,-2.8,26,6,7,3,2010
37,36.5,-1.9,26,6,8,3,2010
28,37.8,-0.4,26,6,9,3,2010
27,39.9,0.8,26,6,10,3,2010
19,36,2.5,26,6,11,3,2010
22,34.8,3.6,26,6,12,3,2010
24,34.5,4.2,26,6,13,3,2010
33,33.5,4.4,26,6,14,3,2010
44,27.8,4.1,26,6,15,3,2010
52,29.1,3.9,26,6,16,3,2010
61,29.9,3.7,26,6,17,3,2010
68,34.3,3.7,26,6,18,3,2010
65,45.8,4.5,26,6,19,3,2010
67,54.4,4.6,26,6,20,3,2010
67,48.3,4.6,26,6,21,3,2010
69,49.6,4.5,26,6,22,3,2010
71,50.8,4.5,26,6,23,3,2010
74,45.3,4.6,26,6,24,3,2010
79,36.9,4.3,27,7,1,3,2010
77,31.4,4.4,27,7,2,3,2010
77,26.1,4.2,27,7,3,3,2010
76,24.2,4.1,27,7,4,3,2010
77,23.1,4.1,27,7,5,3,2010
75,22.5,4.4,27,7,6,3,2010
76,28.4,4.8,27,7,7,3,2010
76,36.4,5.1,27,7,8,3,2010
78,39.3,5.4,27,7,9,3,2010
78,40.9,5.9,27,7,10,3,2010
69,42.6,6.4,27,7,11,3,2010
64,38.4,6.9,27,7,12,3,2010
67,32.6,6.6,27,7,13,3,2010
67,35.5,6.7,27,7,14,3,2010
66,35.4,6.8,27,7,15,3,2010
67,33.4,6.8,27,7,16,3,2010
70,33.5,6.6,27,7,17,3,2010
70,39.4,6.2,27,7,18,3,2010
74,43.4,5.7,27,7,19,3,2010
78,44,5.5,27,7,20,3,2010
79,51.4,5.1,27,7,21,3,2010
80,48.1,4.9,27,7,22,3,2010
79,51.4,4.8,27,7,23,3,2010
83,46,4.1,27,7,24,3,2010
78,36.9,3.9,28,1,1,3,2010
81,30.2,3.7,28,1,2,3,2010
86,28.2,2.8,28,1,3,3,2010
72,21.9,1.3,28,1,4,3,2010
82,23.2,0.5,28,1,5,3,2010
71,23.6,0.4,28,1,6,3,2010
59,29.6,-0.1,28,1,7,3,2010
54,39.1,0.5,28,1,8,3,2010
44,41.3,1.9,28,1,9,3,2010
32,39.8,3.2,28,1,10,3,2010
29,40.2,4.6,28,1,11,3,2010
27,35,5.2,28,1,12,3,2010
26,33.4,6.5,28,1,13,3,2010
24,33.8,7.9,28,1,14,3,2010
24,31.8,8.4,28,1,15,3,2010
26,31.8,8.9,28,1,16,3,2010
32,33.6,7.7,28,1,17,3,2010
35,39,7.2,28,1,18,3,2010
48,44.3,5,28,1,19,3,2010
54,52,4.2,28,1,20,3,2010
55,54.2,3.8,28,1,21,3,2010
63,54.3,3.5,28,1,22,3,2010
39,50.8,3.2,28,1,23,3,2010
36,46.1,2.7,28,1,24,3,2010
37,36.9,2.2,29,2,1,3,2010
33,29.9,1.9,29,2,2,3,2010
32,25.7,2,29,2,3,3,2010
36,22.1,1.4,29,2,4,3,2010
38,22.9,1.2,29,2,5,3,2010
39,25.5,0.7,29,2,6,3,2010
38,30.2,0.7,29,2,7,3,2010
32,37.1,2,29,2,8,3,2010
27,39.9,3.9,29,2,9,3,2010
26,41.4,6.1,29,2,10,3,2010
26,35.1,7.5,29,2,11,3,2010
25,32.3,8.6,29,2,12,3,2010
26,32.8,9.4,29,2,13,3,2010
26,30.8,10.4,29,2,14,3,2010
29,29.5,11,29,2,15,3,2010
30,30.8,11.1,29,2,16,3,2010
33,31.3,10.2,29,2,17,3,2010
35,37.3,9.3,29,2,18,3,2010
41,44.5,7.9,29,2,19,3,2010
47,44.2,6.7,29,2,20,3,2010
47,51.1,6.1,29,2,21,3,2010
50,48.6,5.8,29,2,22,3,2010
50,48.8,5.4,29,2,23,3,2010
51,48.8,5,29,2,24,3,2010
54,40.8,4.5,30,3,1,3,2010
58,33.7,3.9,30,3,2,3,2010
56,29.2,3.9,30,3,3,3,2010
60,25.4,3.5,30,3,4,3,2010
61,25.1,3.5,30,3,5,3,2010
60,25.8,3.7,30,3,6,3,2010
60,28.9,3.6,30,3,7,3,2010
56,31.8,4.5,30,3,8,3,2010
53,39.8,5.4,30,3,9,3,2010
50,38.1,6.6,30,3,10,3,2010
44,38.2,8.5,30,3,11,3,2010
38,42.5,10.7,30,3,12,3,2010
39,36.2,11.8,30,3,13,3,2010
36,35.4,12.8,30,3,14,3,2010
33,37.4,13.2,30,3,15,3,2010
31,37.9,14.1,30,3,16,3,2010
41,36.6,12,30,3,17,3,2010
43,40.1,11.3,30,3,18,3,2010
48,48.2,10.9,30,3,19,3,2010
54,49.2,10.2,30,3,20,3,2010
57,52.6,9.6,30,3,21,3,2010
59,50.6,9.2,30,3,22,3,2010
60,50.3,8.6,30,3,23,3,2010
61,46.5,8.7,30,3,24,3,2010
62,41.8,8.6,31,4,1,3,2010
62,30,8.6,31,4,2,3,2010
61,28.4,8.7,31,4,3,3,2010
59,24.7,8.7,31,4,4,3,2010
64,24.9,8.5,31,4,5,3,2010
68,24.1,8,31,4,6,3,2010
81,25.2,7.2,31,4,7,3,2010
88,26.2,7.1,31,4,8,3,2010
90,36,6.9,31,4,9,3,2010
92,42.7,6.3,31,4,10,3,2010
93,46,6,31,4,11,3,2010
94,46.2,6,31,4,12,3,2010
94,44.9,6.2,31,4,13,3,2010
95,42.3,6.4,31,4,14,3,2010
94,40.3,6.5,31,4,15,3,2010
94,41.2,6.4,31,4,16,3,2010
95,36.3,6.5,31,4,17,3,2010
93,44.9,6.7,31,4,18,3,2010
93,48.5,6.9,31,4,19,3,2010
91,52.8,7.2,31,4,20,3,2010
90,53.3,7.4,31,4,21,3,2010
89,54.9,7.7,31,4,22,3,2010
89,51.2,7.9,31,4,23,3,2010
89,46.4,7.9,31,4,24,3,2010
90,44.8,7.7,1,5,1,4,2010
89,35.5,7.8,1,5,2,4,2010
90,31.3,7.8,1,5,3,4,2010
91,28.5,7.5,1,5,4,4,2010
92,25.3,7.4,1,5,5,4,2010
95,24.1,6.7,1,5,6,4,2010
95,24.4,6.6,1,5,7,4,2010
92,27.6,6.9,1,5,8,4,2010
90,35.3,7.6,1,5,9,4,2010
88,40.1,8.3,1,5,10,4,2010
82,41.2,9.5,1,5,11,4,2010
79,45.4,9.7,1,5,12,4,2010
87,39.6,9,1,5,13,4,2010
83,37.6,8.7,1,5,14,4,2010
86,34.2,8,1,5,15,4,2010
87,34.6,7.6,1,5,16,4,2010
81,33.9,7.6,1,5,17,4,2010
64,42.8,7.1,1,5,18,4,2010
58,52.3,6.5,1,5,19,4,2010
53,52.8,5.5,1,5,20,4,2010
47,56.5,5.1,1,5,21,4,2010
44,52.6,4.6,1,5,22,4,2010
42,44,4.1,1,5,23,4,2010
43,43.2,3.6,1,5,24,4,2010
45,39.9,3.1,2,6,1,4,2010
47,32.7,2.9,2,6,2,4,2010
49,28,2.5,2,6,3,4,2010
55,25.4,1.9,2,6,4,4,2010
59,24.6,1.6,2,6,5,4,2010
65,23.5,1.4,2,6,6,4,2010
54,27.6,1.8,2,6,7,4,2010
50,27.7,3.4,2,6,8,4,2010
43,35.1,5,2,6,9,4,2010
40,45.1,6.5,2,6,10,4,2010
23,48.4,8.1,2,6,11,4,2010
21,44.1,8.7,2,6,12,4,2010
23,41.5,9.5,2,6,13,4,2010
17,38.8,9.6,2,6,14,4,2010
16,35.8,9.5,2,6,15,4,2010
17,36.3,10.1,2,6,16,4,2010
30,37.7,8.4,2,6,17,4,2010
45,41.7,7.5,2,6,18,4,2010
58,48.1,7,2,6,19,4,2010
69,48.3,6.4,2,6,20,4,2010
73,55.2,5.4,2,6,21,4,2010
29,54.8,4.8,2,6,22,4,2010
30,52.2,4.1,2,6,23,4,2010
33,45.4,3.7,2,6,24,4,2010
35,43,3,3,7,1,4,2010
41,37.5,2.5,3,7,2,4,2010
44,31.5,2,3,7,3,4,2010
44,26,1.8,3,7,4,4,2010
48,24.4,1.3,3,7,5,4,2010
50,23.3,1.2,3,7,6,4,2010
50,25,1.5,3,7,7,4,2010
42,27.4,2.7,3,7,8,4,2010
34,33.3,4.1,3,7,9,4,2010
23,39.3,5.7,3,7,10,4,2010
21,43.1,7.4,3,7,11,4,2010
20,44.8,8,3,7,12,4,2010
20,45.2,8.4,3,7,13,4,2010
18,41.1,8.3,3,7,14,4,2010
19,34.8,8.7,3,7,15,4,2010
17,37,9.2,3,7,16,4,2010
21,39.4,8.3,3,7,17,4,2010
20,50.3,7.9,3,7,18,4,2010
22,57.2,6.4,3,7,19,4,2010
24,57,5.5,3,7,20,4,2010
19,55.6,4.9,3,7,21,4,2010
26,59.8,4.5,3,7,22,4,2010
33,54.3,4.2,3,7,23,4,2010
35,50,3.5,3,7,24,4,2010
33,39.3,2.8,4,1,1,4,2010
32,33.6,2.7,4,1,2,4,2010
33,27.6,2.3,4,1,3,4,2010
31,23.8,2.6,4,1,4,4,2010
29,23.7,2.9,4,1,5,4,2010
30,22.8,2.9,4,1,6,4,2010
31,31.5,2.9,4,1,7,4,2010
27,39.7,4.5,4,1,8,4,2010
27,45.2,6.4,4,1,9,4,2010
23,51.5,8.7,4,1,10,4,2010
23,41.8,10.4,4,1,11,4,2010
20,44,12.2,4,1,12,4,2010
18,41.8,14.2,4,1,13,4,2010
18,37,13.5,4,1,14,4,2010
20,36.8,13.9,4,1,15,4,2010
23,35.8,14.2,4,1,16,4,2010
31,39,11.6,4,1,17,4,2010
41,40.5,10.2,4,1,18,4,2010
57,48.7,8.3,4,1,19,4,2010
64,57.1,7.5,4,1,20,4,2010
67,57.3,7.2,4,1,21,4,2010
68,58.3,7,4,1,22,4,2010
70,51.6,6.8,4,1,23,4,2010
73,45.5,6.2,4,1,24,4,2010
74,39.7,6.4,5,2,1,4,2010
77,32.7,6,5,2,2,4,2010
79,26.6,5.3,5,2,3,4,2010
74,22.8,5.2,5,2,4,4,2010
77,25.1,4.9,5,2,5,4,2010
75,24.5,5.1,5,2,6,4,2010
72,30.4,5.7,5,2,7,4,2010
64,39.4,7.6,5,2,8,4,2010
57,42.4,9.2,5,2,9,4,2010
48,38.6,11.6,5,2,10,4,2010
38,36.8,12.7,5,2,11,4,2010
39,38.3,13.8,5,2,12,4,2010
41,35.4,13.4,5,2,13,4,2010
46,36.4,13.6,5,2,14,4,2010
46,31.1,14.6,5,2,15,4,2010
50,30.8,13.7,5,2,16,4,2010
45,33.9,14.7,5,2,17,4,2010
47,44.1,14.3,5,2,18,4,2010
56,47.9,12.9,5,2,19,4,2010
61,53.3,11.8,5,2,20,4,2010
66,57,10.8,5,2,21,4,2010
71,52.4,10.4,5,2,22,4,2010
71,49.5,10.2,5,2,23,4,2010
70,43.9,10.2,5,2,24,4,2010
72,35.7,9.6,6,3,1,4,2010
72,29.9,9.6,6,3,2,4,2010
71,26.7,9.9,6,3,3,4,2010
72,22.1,9.9,6,3,4,4,2010
74,23.2,9.5,6,3,5,4,2010
73,26.4,9.3,6,3,6,4,2010
74,31.1,9.1,6,3,7,4,2010
80,40.6,8.2,6,3,8,4,2010
83,46.7,8.1,6,3,9,4,2010
84,36.3,8.1,6,3,10,4,2010
83,36.7,8.3,6,3,11,4,2010
62,37.5,8.6,6,3,12,4,2010
51,38.2,10.2,6,3,13,4,2010
45,33.3,11.1,6,3,14,4,2010
37,30,11.2,6,3,15,4,2010
28,31,11.3,6,3,16,4,2010
29,31.2,10.8,6,3,17,4,2010
28,37.5,10,6,3,18,4,2010
32,42.1,8.5,6,3,19,4,2010
33,52.9,7.1,6,3,20,4,2010
35,54.5,6.1,6,3,21,4,2010
34,54.4,5.5,6,3,22,4,2010
34,51.9,5.1,6,3,23,4,2010
34,48.2,4.9,6,3,24,4,2010
35,40.7,4.6,7,4,1,4,2010
40,27.4,3.9,7,4,2,4,2010
39,25.8,3.7,7,4,3,4,2010
43,24.5,3.2,7,4,4,4,2010
52,23.6,2.6,7,4,5,4,2010
52,25,2.6,7,4,6,4,2010
54,29.9,2.7,7,4,7,4,2010
50,37.8,5.1,7,4,8,4,2010
45,42,7.2,7,4,9,4,2010
41,41.7,7.5,7,4,10,4,2010
36,39.5,8.8,7,4,11,4,2010
36,39.5,8.9,7,4,12,4,2010
30,37.5,10.7,7,4,13,4,2010
27,34.6,11.8,7,4,14,4,2010
24,33.9,12.3,7,4,15,4,2010
28,31.5,12.1,7,4,16,4,2010
28,32.3,11.7,7,4,17,4,2010
32,36.4,10.4,7,4,18,4,2010
35,43.7,8.5,7,4,19,4,2010
40,46.6,7.5,7,4,20,4,2010
38,50.9,7,7,4,21,4,2010
40,51.6,6.7,7,4,22,4,2010
45,50,6.8,7,4,23,4,2010
47,44.7,6.5,7,4,24,4,2010
54,36.8,5.8,8,5,1,4,2010
63,26,5.2,8,5,2,4,2010
64,25.1,4.5,8,5,3,4,2010
66,23.3,4.1,8,5,4,4,2010
62,23.9,3.8,8,5,5,4,2010
64,24.3,3.3,8,5,6,4,2010
60,32,3.6,8,5,7,4,2010
57,40.5,5.8,8,5,8,4,2010
47,44.3,7.8,8,5,9,4,2010
38,40.9,9.5,8,5,10,4,2010
29,40.3,11.2,8,5,11,4,2010
24,34.4,13.1,8,5,12,4,2010
22,39.1,13.7,8,5,13,4,2010
21,26.1,14.8,8,5,14,4,2010
23,31.6,14.8,8,5,15,4,2010
24,30.4,14.2,8,5,16,4,2010
30,39.7,12.6,8,5,17,4,2010
32,25.8,12,8,5,18,4,2010
34,51.3,11.2,8,5,19,4,2010
36,53.1,10,8,5,20,4,2010
39,52.2,9.3,8,5,21,4,2010
45,53.9,8.7,8,5,22,4,2010
49,52.8,8.2,8,5,23,4,2010
55,49.3,7.6,8,5,24,4,2010
59,38.9,7.2,9,6,1,4,2010
60,31.9,6.9,9,6,2,4,2010
63,26.5,6.7,9,6,3,4,2010
63,24.6,6.3,9,6,4,4,2010
63,23.9,5.7,9,6,5,4,2010
65,24.1,5.6,9,6,6,4,2010
62,27.9,5.8,9,6,7,4,2010
51,30.4,8.3,9,6,8,4,2010
51,40.6,10,9,6,9,4,2010
51,39.4,11.6,9,6,10,4,2010
50,39.8,12.7,9,6,11,4,2010
42,42.1,14.1,9,6,12,4,2010
33,41.1,15.6,9,6,13,4,2010
31,36.6,15.8,9,6,14,4,2010
29,37,16.3,9,6,15,4,2010
28,35.5,16.7,9,6,16,4,2010
36,36.5,15.8,9,6,17,4,2010
42,40.7,15,9,6,18,4,2010
51,48.8,13.3,9,6,19,4,2010
50,52.1,13,9,6,20,4,2010
52,48.5,12.5,9,6,21,4,2010
54,51.9,11.9,9,6,22,4,2010
55,49.1,11.4,9,6,23,4,2010
59,43.2,11,9,6,24,4,2010
60,41.8,10.8,10,7,1,4,2010
60,33.8,10.7,10,7,2,4,2010
59,26.2,10.7,10,7,3,4,2010
58,24.8,10.8,10,7,4,4,2010
59,25.3,10.7,10,7,5,4,2010
59,24.9,10.9,10,7,6,4,2010
60,26.2,11,10,7,7,4,2010
57,30.8,11.5,10,7,8,4,2010
54,39.1,12.2,10,7,9,4,2010
46,40.9,13.4,10,7,10,4,2010
58,39.5,12.7,10,7,11,4,2010
45,43.8,11.8,10,7,12,4,2010
49,40.3,11.7,10,7,13,4,2010
52,39.8,11.7,10,7,14,4,2010
54,34.2,11.5,10,7,15,4,2010
67,35.5,10.6,10,7,16,4,2010
73,42.3,9.8,10,7,17,4,2010
74,44.7,9.9,10,7,18,4,2010
75,52.7,9.7,10,7,19,4,2010
77,57,9.4,10,7,20,4,2010
75,56.7,9.6,10,7,21,4,2010
82,55.4,9,10,7,22,4,2010
82,57,8.8,10,7,23,4,2010
78,45.2,9.1,10,7,24,4,2010
80,40.2,8.6,11,1,1,4,2010
79,27.9,8.1,11,1,2,4,2010
78,24.5,8,11,1,3,4,2010
79,22.2,7.7,11,1,4,4,2010
80,22.3,7.5,11,1,5,4,2010
80,22.5,7,11,1,6,4,2010
69,30.4,7.9,11,1,7,4,2010
46,36.9,11,11,1,8,4,2010
44,39.2,12.2,11,1,9,4,2010
37,38.8,14.1,11,1,10,4,2010
27,40.8,15.8,11,1,11,4,2010
24,41.6,17.3,11,1,12,4,2010
28,38.4,18.1,11,1,13,4,2010
29,33.2,19.3,11,1,14,4,2010
36,29,19.3,11,1,15,4,2010
42,34.1,18.8,11,1,16,4,2010
47,31.1,17.9,11,1,17,4,2010
58,37.2,16.4,11,1,18,4,2010
68,44.5,15,11,1,19,4,2010
54,50.8,14.3,11,1,20,4,2010
53,48.8,14.4,11,1,21,4,2010
34,51.7,14.7,11,1,22,4,2010
34,51.1,14.2,11,1,23,4,2010
33,48,14.1,11,1,24,4,2010
41,37.5,13.3,12,2,1,4,2010
42,29.5,12.9,12,2,2,4,2010
43,25,12.6,12,2,3,4,2010
40,23.8,12.5,12,2,4,4,2010
38,22.6,12.3,12,2,5,4,2010
38,22.1,12.1,12,2,6,4,2010
40,28.5,12,12,2,7,4,2010
42,40.2,12.6,12,2,8,4,2010
47,40.7,12.4,12,2,9,4,2010
52,37.2,12.2,12,2,10,4,2010
51,38.9,12.6,12,2,11,4,2010
42,34.6,15.2,12,2,12,4,2010
40,36.4,15.7,12,2,13,4,2010
37,35.5,17.7,12,2,14,4,2010
36,32.8,17.5,12,2,15,4,2010
37,30.7,17.5,12,2,16,4,2010
40,32.3,16.6,12,2,17,4,2010
50,35.4,15.4,12,2,18,4,2010
50,45.2,14.3,12,2,19,4,2010
57,49,11.9,12,2,20,4,2010
81,53.1,10.7,12,2,21,4,2010
90,47.5,10.5,12,2,22,4,2010
91,53.5,10.8,12,2,23,4,2010
92,51,9.6,12,2,24,4,2010
91,37.2,7.7,13,3,1,4,2010
94,29,6.9,13,3,2,4,2010
90,26.3,6.6,13,3,3,4,2010
84,22.6,6.2,13,3,4,4,2010
83,24.6,5.6,13,3,5,4,2010
66,23.6,4.6,13,3,6,4,2010
67,32.4,3.9,13,3,7,4,2010
64,36.9,4,13,3,8,4,2010
63,37.9,3.8,13,3,9,4,2010
55,37.3,4.2,13,3,10,4,2010
42,36.6,4.6,13,3,11,4,2010
43,38.1,4.4,13,3,12,4,2010
38,38.9,5.2,13,3,13,4,2010
34,32.9,5.9,13,3,14,4,2010
37,34.7,5.2,13,3,15,4,2010
33,33.9,5.9,13,3,16,4,2010
31,31.2,5,13,3,17,4,2010
28,38,4.9,13,3,18,4,2010
31,42.4,4.3,13,3,19,4,2010
30,50.7,3.5,13,3,20,4,2010
33,54.8,3.1,13,3,21,4,2010
35,56,2.8,13,3,22,4,2010
40,50.9,2.6,13,3,23,4,2010
41,46.1,2.4,13,3,24,4,2010
42,36.5,2.2,14,4,1,4,2010
41,30.3,2,14,4,2,4,2010
41,26.2,1.8,14,4,3,4,2010
42,22.4,1.4,14,4,4,4,2010
43,25.6,1.2,14,4,5,4,2010
40,24.7,1.2,14,4,6,4,2010
38,34.1,1.5,14,4,7,4,2010
34,41.2,2.6,14,4,8,4,2010
29,44,3.7,14,4,9,4,2010
27,38.8,4.5,14,4,10,4,2010
22,35.5,5.5,14,4,11,4,2010
23,36.4,5.7,14,4,12,4,2010
25,33,5.8,14,4,13,4,2010
25,33.1,6.1,14,4,14,4,2010
25,34,6,14,4,15,4,2010
26,33.6,6.1,14,4,16,4,2010
25,34.6,5.8,14,4,17,4,2010
20,39.3,5.3,14,4,18,4,2010
20,47.5,4.9,14,4,19,4,2010
25,49,4.7,14,4,20,4,2010
25,53.7,4.5,14,4,21,4,2010
27,55.4,4.1,14,4,22,4,2010
28,58.8,3.7,14,4,23,4,2010
27,47,3.5,14,4,24,4,2010
28,37.7,3.3,15,5,1,4,2010
32,27.6,2.6,15,5,2,4,2010
31,28.4,2.6,15,5,3,4,2010
34,24.2,2.3,15,5,4,4,2010
38,22.7,2,15,5,5,4,2010
38,23.5,1.7,15,5,6,4,2010
33,30.8,2.2,15,5,7,4,2010
30,34.5,3.9,15,5,8,4,2010
29,43.3,6.6,15,5,9,4,2010
23,42.5,8.4,15,5,10,4,2010
14,36.9,10.2,15,5,11,4,2010
14,37.4,10.4,15,5,12,4,2010
15,35.1,12,15,5,13,4,2010
15,36.1,11.9,15,5,14,4,2010
16,35.6,11.8,15,5,15,4,2010
18,30.5,12.4,15,5,16,4,2010
24,29.6,11.1,15,5,17,4,2010
28,37.2,9.4,15,5,18,4,2010
36,46.8,8.1,15,5,19,4,2010
41,48.7,7.3,15,5,20,4,2010
48,52.2,7,15,5,21,4,2010
53,51.7,6.6,15,5,22,4,2010
57,50,6.3,15,5,23,4,2010
68,47.1,6.1,15,5,24,4,2010
69,40.5,6,16,6,1,4,2010
65,30.8,5.8,16,6,2,4,2010
61,27.9,6,16,6,3,4,2010
66,24.8,5.6,16,6,4,4,2010
66,23.4,4.8,16,6,5,4,2010
68,26.8,4.1,16,6,6,4,2010
