Humidity_Seoul,Seoul_Building_Agg,Temperature_Seoul,day,dayOfWeek,hour,month,year
87,33.7,22.6,30,4,2,6,2010
91,29.2,22.3,30,4,3,6,2010
93,25.4,22,30,4,4,6,2010
93,25.1,21.9,30,4,5,6,2010
93,25.8,21.9,30,4,6,6,2010
91,28.9,21.8,30,4,7,6,2010
88,31.8,20.9,30,4,8,6,2010
88,39.8,20.6,30,4,9,6,2010
81,38.1,21.6,30,4,10,6,2010
79,38.2,22.2,30,4,11,6,2010
78,42.5,22.5,30,4,12,6,2010
70,36.2,24,30,4,13,6,2010
69,35.4,24.4,30,4,14,6,2010
69,37.4,24.5,30,4,15,6,2010
70,37.9,24.4,30,4,16,6,2010
72,36.6,24.5,30,4,17,6,2010
74,40.1,24.4,30,4,18,6,2010
76,48.2,24.1,30,4,19,6,2010
76,49.2,23.8,30,4,20,6,2010
77,52.6,23.6,30,4,21,6,2010
76,50.6,23.4,30,4,22,6,2010
75,50.3,23.2,30,4,23,6,2010
79,46.5,22.9,30,4,24,6,2010
79,44.8,22.9,1,5,1,7,2010
79,35.5,22.8,1,5,2,7,2010
82,31.3,22.6,1,5,3,7,2010
83,28.5,22.4,1,5,4,7,2010
83,25.3,22.2,1,5,5,7,2010
85,24.1,21.9,1,5,6,7,2010
81,24.4,22.5,1,5,7,7,2010
77,27.6,23.3,1,5,8,7,2010
71,35.3,25,1,5,9,7,2010
66,40.1,26.1,1,5,10,7,2010
63,41.2,27.2,1,5,11,7,2010
62,45.4,27.9,1,5,12,7,2010
55,39.6,29.3,1,5,13,7,2010
53,37.6,29.7,1,5,14,7,2010
50,34.2,30.5,1,5,15,7,2010
54,34.6,30.5,1,5,16,7,2010
61,33.9,29.8,1,5,17,7,2010
67,42.8,28.8,1,5,18,7,2010
71,52.3,27.9,1,5,19,7,2010
75,52.8,27.1,1,5,20,7,2010
80,56.5,26.3,1,5,21,7,2010
81,52.6,26.1,1,5,22,7,2010
80,44,25.7,1,5,23,7,2010
80,43.2,25.7,1,5,24,7,2010
83,39.9,25.5,2,6,1,7,2010
83,32.7,25.4,2,6,2,7,2010
83,28,25.4,2,6,3,7,2010
85,25.4,25.3,2,6,4,7,2010
87,24.6,25,2,6,5,7,2010
89,23.5,24.9,2,6,6,7,2010
87,27.6,25.1,2,6,7,7,2010
84,27.7,25.4,2,6,8,7,2010
92,35.1,24.9,2,6,9,7,2010
93,45.1,24.8,2,6,10,7,2010
94,48.4,24.8,2,6,11,7,2010
92,44.1,25,2,6,12,7,2010
88,41.5,25.5,2,6,13,7,2010
86,38.8,25.8,2,6,14,7,2010
88,35.8,25.4,2,6,15,7,2010
92,36.3,25,2,6,16,7,2010
91,37.7,25.3,2,6,17,7,2010
90,41.7,25.3,2,6,18,7,2010
92,48.1,24.8,2,6,19,7,2010
94,48.3,24.6,2,6,20,7,2010
94,55.2,24.3,2,6,21,7,2010
93,54.8,24.3,2,6,22,7,2010
92,52.2,24.1,2,6,23,7,2010
93,45.4,23.8,2,6,24,7,2010
93,43,23.5,3,7,1,7,2010
94,37.5,23.3,3,7,2,7,2010
94,31.5,23.1,3,7,3,7,2010
94,26,23,3,7,4,7,2010
95,24.4,23,3,7,5,7,2010
95,23.3,23,3,7,6,7,2010
95,25,22.9,3,7,7,7,2010
95,27.4,22.7,3,7,8,7,2010
94,33.3,22.6,3,7,9,7,2010
93,39.3,23.1,3,7,10,7,2010
92,43.1,23.4,3,7,11,7,2010
90,44.8,23.7,3,7,12,7,2010
85,45.2,24.7,3,7,13,7,2010
83,41.1,25.2,3,7,14,7,2010
82,34.8,25.4,3,7,15,7,2010
84,37,25.4,3,7,16,7,2010
83,39.4,25.5,3,7,17,7,2010
83,50.3,25.6,3,7,18,7,2010
86,57.2,25.4,3,7,19,7,2010
86,57,25.2,3,7,20,7,2010
88,55.6,24.9,3,7,21,7,2010
90,59.8,24.5,3,7,22,7,2010
80,54.3,24.8,3,7,23,7,2010
79,50,24.8,3,7,24,7,2010
76,39.3,24.7,4,1,1,7,2010
78,33.6,24.4,4,1,2,7,2010
81,27.6,24.1,4,1,3,7,2010
80,23.8,23.9,4,1,4,7,2010
81,23.7,23.4,4,1,5,7,2010
79,22.8,23.5,4,1,6,7,2010
77,31.5,23.8,4,1,7,7,2010
71,39.7,25.2,4,1,8,7,2010
67,45.2,26.1,4,1,9,7,2010
69,51.5,26.3,4,1,10,7,2010
66,41.8,27.3,4,1,11,7,2010
64,44,28.4,4,1,12,7,2010
63,41.8,28.6,4,1,13,7,2010
63,37,28.7,4,1,14,7,2010
60,36.8,29.2,4,1,15,7,2010
59,35.8,29.5,4,1,16,7,2010
62,39,29.7,4,1,17,7,2010
67,40.5,29,4,1,18,7,2010
72,48.7,27.9,4,1,19,7,2010
73,57.1,27.4,4,1,20,7,2010
75,57.3,27.1,4,1,21,7,2010
80,58.3,26.3,4,1,22,7,2010
82,51.6,25.2,4,1,23,7,2010
83,45.5,24.8,4,1,24,7,2010
83,39.7,24.5,5,2,1,7,2010
84,32.7,24.3,5,2,2,7,2010
85,26.6,23.9,5,2,3,7,2010
87,22.8,23.4,5,2,4,7,2010
87,25.1,23.2,5,2,5,7,2010
88,24.5,23.1,5,2,6,7,2010
86,30.4,23.2,5,2,7,7,2010
85,39.4,23.7,5,2,8,7,2010
78,42.4,25.1,5,2,9,7,2010
74,38.6,26.1,5,2,10,7,2010
67,36.8,27.4,5,2,11,7,2010
66,38.3,28,5,2,12,7,2010
59,35.4,29.6,5,2,13,7,2010
55,36.4,30.3,5,2,14,7,2010
54,31.1,30.6,5,2,15,7,2010
51,30.8,30.5,5,2,16,7,2010
59,33.9,29.4,5,2,17,7,2010
67,44.1,28,5,2,18,7,2010
69,47.9,26.9,5,2,19,7,2010
73,53.3,26.5,5,2,20,7,2010
74,57,26.1,5,2,21,7,2010
78,52.4,24.9,5,2,22,7,2010
79,49.5,24.3,5,2,23,7,2010
81,43.9,23.6,5,2,24,7,2010
85,35.7,22.8,6,3,1,7,2010
84,29.9,22,6,3,2,7,2010
85,26.7,21.8,6,3,3,7,2010
83,22.1,21.9,6,3,4,7,2010
83,23.2,21.9,6,3,5,7,2010
82,26.4,22.2,6,3,6,7,2010
81,31.1,22.3,6,3,7,7,2010
75,40.6,23.2,6,3,8,7,2010
72,46.7,24.5,6,3,9,7,2010
67,36.3,26.1,6,3,10,7,2010
60,36.7,27.5,6,3,11,7,2010
49,37.5,28.7,6,3,12,7,2010
41,38.2,29.9,6,3,13,7,2010
39,33.3,30.3,6,3,14,7,2010
33,30,31,6,3,15,7,2010
34,31,30.8,6,3,16,7,2010
33,31.2,30.3,6,3,17,7,2010
36,37.5,29.3,6,3,18,7,2010
39,42.1,28.4,6,3,19,7,2010
63,52.9,26.4,6,3,20,7,2010
54,54.5,25.8,6,3,21,7,2010
70,54.4,25.3,6,3,22,7,2010
84,51.9,24.3,6,3,23,7,2010
82,48.2,24.3,6,3,24,7,2010
80,40.7,24,7,4,1,7,2010
82,27.4,23.5,7,4,2,7,2010
83,25.8,23.2,7,4,3,7,2010
84,24.5,22.9,7,4,4,7,2010
84,23.6,22.7,7,4,5,7,2010
87,25,22.4,7,4,6,7,2010
84,29.9,22.7,7,4,7,7,2010
78,37.8,23.6,7,4,8,7,2010
71,42,24.5,7,4,9,7,2010
66,41.7,25.6,7,4,10,7,2010
58,39.5,26.6,7,4,11,7,2010
49,39.5,28.2,7,4,12,7,2010
49,37.5,28.1,7,4,13,7,2010
46,34.6,29,7,4,14,7,2010
45,33.9,29.6,7,4,15,7,2010
54,31.5,29.1,7,4,16,7,2010
56,32.3,29.1,7,4,17,7,2010
56,36.4,28.6,7,4,18,7,2010
58,43.7,26.7,7,4,19,7,2010
61,46.6,25.1,7,4,20,7,2010
75,50.9,24.7,7,4,21,7,2010
77,51.6,24.2,7,4,22,7,2010
77,50,23.8,7,4,23,7,2010
78,44.7,23.4,7,4,24,7,2010
81,36.8,23.3,8,5,1,7,2010
83,26,23.1,8,5,2,7,2010
83,25.1,23,8,5,3,7,2010
78,23.3,22.8,8,5,4,7,2010
83,23.9,22.3,8,5,5,7,2010
84,24.3,21.9,8,5,6,7,2010
80,32,22.6,8,5,7,7,2010
76,40.5,23.3,8,5,8,7,2010
67,44.3,24.5,8,5,9,7,2010
61,40.9,25.2,8,5,10,7,2010
58,40.3,25.8,8,5,11,7,2010
61,34.4,24.9,8,5,12,7,2010
53,39.1,26.8,8,5,13,7,2010
41,26.1,28.6,8,5,14,7,2010
43,31.6,29,8,5,15,7,2010
47,30.4,27.4,8,5,16,7,2010
49,39.7,26.7,8,5,17,7,2010
53,25.8,26.3,8,5,18,7,2010
58,51.3,25.5,8,5,19,7,2010
59,53.1,25,8,5,20,7,2010
58,52.2,24.7,8,5,21,7,2010
63,53.9,24.2,8,5,22,7,2010
63,52.8,24,8,5,23,7,2010
68,49.3,23.6,8,5,24,7,2010
73,38.9,23.2,9,6,1,7,2010
76,31.9,22.6,9,6,2,7,2010
75,26.5,22.4,9,6,3,7,2010
79,24.6,21.6,9,6,4,7,2010
81,23.9,21.3,9,6,5,7,2010
79,24.1,21.4,9,6,6,7,2010
78,27.9,22.2,9,6,7,7,2010
70,30.4,23.2,9,6,8,7,2010
71,40.6,24,9,6,9,7,2010
61,39.4,25.8,9,6,10,7,2010
57,39.8,26.1,9,6,11,7,2010
49,42.1,27.8,9,6,12,7,2010
70,41.1,24.7,9,6,13,7,2010
47,36.6,28,9,6,14,7,2010
38,37,29.1,9,6,15,7,2010
38,35.5,29.3,9,6,16,7,2010
45,36.5,28.6,9,6,17,7,2010
50,40.7,27.8,9,6,18,7,2010
66,48.8,25.7,9,6,19,7,2010
71,52.1,24.1,9,6,20,7,2010
75,48.5,23.6,9,6,21,7,2010
78,51.9,23.3,9,6,22,7,2010
76,49.1,23.2,9,6,23,7,2010
78,43.2,23.4,9,6,24,7,2010
80,41.8,23.1,10,7,1,7,2010
80,33.8,22.8,10,7,2,7,2010
82,26.2,22.3,10,7,3,7,2010
84,24.8,22,10,7,4,7,2010
80,25.3,21.9,10,7,5,7,2010
80,24.9,21.8,10,7,6,7,2010
77,26.2,22.1,10,7,7,7,2010
74,30.8,23.2,10,7,8,7,2010
66,39.1,25,10,7,9,7,2010
58,40.9,26.3,10,7,10,7,2010
53,39.5,27.2,10,7,11,7,2010
54,43.8,27.6,10,7,12,7,2010
56,40.3,27.2,10,7,13,7,2010
42,39.8,29.1,10,7,14,7,2010
49,34.2,29,10,7,15,7,2010
57,35.5,28.4,10,7,16,7,2010
58,42.3,27.7,10,7,17,7,2010
60,44.7,27.3,10,7,18,7,2010
60,52.7,27,10,7,19,7,2010
62,57,26.4,10,7,20,7,2010
60,56.7,26.2,10,7,21,7,2010
59,55.4,26.2,10,7,22,7,2010
59,57,26.1,10,7,23,7,2010
66,45.2,25.4,10,7,24,7,2010
68,40.2,24.7,11,1,1,7,2010
73,27.9,23.7,11,1,2,7,2010
76,24.5,23.2,11,1,3,7,2010
76,22.2,23.2,11,1,4,7,2010
76,22.3,23.1,11,1,5,7,2010
76,22.5,23,11,1,6,7,2010
76,30.4,23,11,1,7,7,2010
76,36.9,22.9,11,1,8,7,2010
78,39.2,22.8,11,1,9,7,2010
77,38.8,22.9,11,1,10,7,2010
73,40.8,23.1,11,1,11,7,2010
67,41.6,23.6,11,1,12,7,2010
68,38.4,23.8,11,1,13,7,2010
62,33.2,25.2,11,1,14,7,2010
59,29,25.9,11,1,15,7,2010
60,34.1,25.9,11,1,16,7,2010
60,31.1,25.6,11,1,17,7,2010
59,37.2,25.8,11,1,18,7,2010
59,44.5,25,11,1,19,7,2010
60,50.8,24.1,11,1,20,7,2010
59,48.8,23.8,11,1,21,7,2010
62,51.7,23.4,11,1,22,7,2010
65,51.1,22.7,11,1,23,7,2010
68,48,22.2,11,1,24,7,2010
66,37.5,22.4,12,2,1,7,2010
63,29.5,22.7,12,2,2,7,2010
63,25,22.5,12,2,3,7,2010
67,23.8,21.9,12,2,4,7,2010
71,22.6,21.1,12,2,5,7,2010
71,22.1,21,12,2,6,7,2010
68,28.5,21.9,12,2,7,7,2010
60,40.2,23.7,12,2,8,7,2010
57,40.7,25.1,12,2,9,7,2010
54,37.2,26.4,12,2,10,7,2010
52,38.9,26.9,12,2,11,7,2010
52,34.6,26.9,12,2,12,7,2010
52,36.4,27.2,12,2,13,7,2010
49,35.5,27.8,12,2,14,7,2010
49,32.8,28.2,12,2,15,7,2010
49,30.7,28.3,12,2,16,7,2010
54,32.3,28,12,2,17,7,2010
60,35.4,27.2,12,2,18,7,2010
62,45.2,26.6,12,2,19,7,2010
62,49,26,12,2,20,7,2010
66,53.1,25.4,12,2,21,7,2010
68,47.5,24.9,12,2,22,7,2010
68,53.5,24.9,12,2,23,7,2010
72,51,24.6,12,2,24,7,2010
73,37.2,24.4,13,3,1,7,2010
74,29,24.2,13,3,2,7,2010
80,26.3,23.3,13,3,3,7,2010
81,22.6,22.7,13,3,4,7,2010
82,24.6,22.2,13,3,5,7,2010
80,23.6,22.2,13,3,6,7,2010
76,32.4,22.9,13,3,7,7,2010
68,36.9,24.7,13,3,8,7,2010
62,37.9,26.3,13,3,9,7,2010
58,37.3,27.3,13,3,10,7,2010
54,36.6,28.4,13,3,11,7,2010
49,38.1,29.7,13,3,12,7,2010
49,38.9,29.5,13,3,13,7,2010
42,32.9,30.7,13,3,14,7,2010
40,34.7,31.3,13,3,15,7,2010
43,33.9,30.2,13,3,16,7,2010
41,31.2,30.6,13,3,17,7,2010
67,38,28.1,13,3,18,7,2010
78,42.4,24.8,13,3,19,7,2010
81,50.7,25,13,3,20,7,2010
82,54.8,24.5,13,3,21,7,2010
80,56,23.9,13,3,22,7,2010
84,50.9,23.4,13,3,23,7,2010
80,46.1,23.5,13,3,24,7,2010
78,36.5,23.3,14,4,1,7,2010
79,30.3,23.1,14,4,2,7,2010
83,26.2,22.7,14,4,3,7,2010
84,22.4,22.2,14,4,4,7,2010
84,25.6,21.8,14,4,5,7,2010
84,24.7,21.9,14,4,6,7,2010
82,34.1,22.5,14,4,7,7,2010
79,41.2,23.4,14,4,8,7,2010
75,44,24.2,14,4,9,7,2010
69,38.8,25.5,14,4,10,7,2010
66,35.5,27,14,4,11,7,2010
63,36.4,27,14,4,12,7,2010
59,33,27.3,14,4,13,7,2010
66,33.1,26.5,14,4,14,7,2010
70,34,26.1,14,4,15,7,2010
67,33.6,27.5,14,4,16,7,2010
71,34.6,26.7,14,4,17,7,2010
69,39.3,26.8,14,4,18,7,2010
69,47.5,26.6,14,4,19,7,2010
74,49,26,14,4,20,7,2010
70,53.7,25.5,14,4,21,7,2010
75,55.4,25.2,14,4,22,7,2010
76,58.8,24.9,14,4,23,7,2010
78,47,24.4,14,4,24,7,2010
77,37.7,24,15,5,1,7,2010
80,27.6,23.6,15,5,2,7,2010
83,28.4,23.2,15,5,3,7,2010
85,24.2,22.8,15,5,4,7,2010
86,22.7,22.7,15,5,5,7,2010
83,23.5,23,15,5,6,7,2010
79,30.8,23.3,15,5,7,7,2010
72,34.5,24.1,15,5,8,7,2010
67,43.3,25.2,15,5,9,7,2010
59,42.5,26.5,15,5,10,7,2010
53,36.9,27.5,15,5,11,7,2010
54,37.4,28.8,15,5,12,7,2010
51,35.1,29.3,15,5,13,7,2010
47,36.1,29.8,15,5,14,7,2010
56,35.6,28.8,15,5,15,7,2010
56,30.5,28.3,15,5,16,7,2010
58,29.6,28.5,15,5,17,7,2010
59,37.2,28,15,5,18,7,2010
61,46.8,27.3,15,5,19,7,2010
66,48.7,26.3,15,5,20,7,2010
68,52.2,25.8,15,5,21,7,2010
69,51.7,25.5,15,5,22,7,2010
72,50,25.1,15,5,23,7,2010
72,47.1,24.8,15,5,24,7,2010
73,40.5,24.5,16,6,1,7,2010
74,30.8,24.3,16,6,2,7,2010
75,27.9,24.4,16,6,3,7,2010
78,24.8,24.3,16,6,4,7,2010
76,23.4,24.4,16,6,5,7,2010
75,26.8,24.8,16,6,6,7,2010
77,27,24.5,16,6,7,7,2010
69,30.8,25.6,16,6,8,7,2010
63,39.1,26.8,16,6,9,7,2010
66,38.6,27.1,16,6,10,7,2010
69,40.7,25.9,16,6,11,7,2010
83,41.3,24.3,16,6,12,7,2010
89,41.3,22.9,16,6,13,7,2010
92,39.7,22.5,16,6,14,7,2010
91,35.3,22.3,16,6,15,7,2010
91,36.6,21.8,16,6,16,7,2010
93,30.8,21.7,16,6,17,7,2010
94,38.8,21.7,16,6,18,7,2010
94,49.3,21.9,16,6,19,7,2010
94,51.3,22.6,16,6,20,7,2010
93,54.5,22.7,16,6,21,7,2010
92,62.9,22.7,16,6,22,7,2010
93,52.6,22.7,16,6,23,7,2010
93,45.3,22.8,16,6,24,7,2010
90,41.4,23.1,17,7,1,7,2010
90,32.5,23.1,17,7,2,7,2010
91,30.8,23.1,17,7,3,7,2010
92,26.4,23.1,17,7,4,7,2010
88,25.7,23.5,17,7,5,7,2010
87,25.3,23.7,17,7,6,7,2010
88,26.3,23.7,17,7,7,7,2010
87,27.9,23.9,17,7,8,7,2010
83,34,24.2,17,7,9,7,2010
93,42.7,22.5,17,7,10,7,2010
94,42.4,22.3,17,7,11,7,2010
94,41.7,22.7,17,7,12,7,2010
93,40.4,22.9,17,7,13,7,2010
92,42.6,22.3,17,7,14,7,2010
92,31,22.5,17,7,15,7,2010
91,36,22.7,17,7,16,7,2010
90,37.6,22.9,17,7,17,7,2010
90,43.1,22.9,17,7,18,7,2010
93,47.5,22.6,17,7,19,7,2010
93,51.9,22.7,17,7,20,7,2010
91,53.4,23.2,17,7,21,7,2010
92,58.2,23,17,7,22,7,2010
91,54.9,23.4,17,7,23,7,2010
90,43.2,23.3,17,7,24,7,2010
90,40.3,23.4,18,1,1,7,2010
88,30.7,23.6,18,1,2,7,2010
88,27.8,23.6,18,1,3,7,2010
85,25.5,23.9,18,1,4,7,2010
85,26.3,23.9,18,1,5,7,2010
85,25.7,23.8,18,1,6,7,2010
83,30.6,24,18,1,7,7,2010
80,37,24.3,18,1,8,7,2010
78,38.5,24.7,18,1,9,7,2010
76,43,25.4,18,1,10,7,2010
72,36.6,26.2,18,1,11,7,2010
70,36,27,18,1,12,7,2010
66,39,27.9,18,1,13,7,2010
61,36,28.6,18,1,14,7,2010
59,30,29,18,1,15,7,2010
62,32.5,28.4,18,1,16,7,2010
65,32.3,27.9,18,1,17,7,2010
66,35.1,27.4,18,1,18,7,2010
67,46.3,27,18,1,19,7,2010
68,56.3,26.5,18,1,20,7,2010
69,57.8,26.2,18,1,21,7,2010
68,57.7,27.3,18,1,22,7,2010
72,52.1,26.4,18,1,23,7,2010
77,46.4,25.7,18,1,24,7,2010
77,39.4,25.6,19,2,1,7,2010
76,31,25.5,19,2,2,7,2010
78,25.5,25.3,19,2,3,7,2010
77,23.9,25.2,19,2,4,7,2010
76,23.7,25.3,19,2,5,7,2010
76,23.3,25.3,19,2,6,7,2010
76,28.9,25.3,19,2,7,7,2010
77,35.3,25.1,19,2,8,7,2010
76,39.5,25.4,19,2,9,7,2010
77,38.7,25.6,19,2,10,7,2010
74,36.6,26.3,19,2,11,7,2010
73,35.4,27,19,2,12,7,2010
70,37.1,27.8,19,2,13,7,2010
70,34.7,28.2,19,2,14,7,2010
63,30.4,29.2,19,2,15,7,2010
65,30.7,29.2,19,2,16,7,2010
63,34,29.3,19,2,17,7,2010
66,39.9,28.9,19,2,18,7,2010
68,45.6,28.2,19,2,19,7,2010
73,52.1,27.3,19,2,20,7,2010
73,50.7,26.9,19,2,21,7,2010
79,48.3,26.1,19,2,22,7,2010
80,52,25.5,19,2,23,7,2010
81,48.2,25.3,19,2,24,7,2010
82,38,24.9,20,3,1,7,2010
86,29.9,24.6,20,3,2,7,2010
85,27.4,24.5,20,3,3,7,2010
85,27.9,24.3,20,3,4,7,2010
86,25.3,24.2,20,3,5,7,2010
86,25.2,24.3,20,3,6,7,2010
80,32.5,25.4,20,3,7,7,2010
66,37.1,27.4,20,3,8,7,2010
66,43.4,27.9,20,3,9,7,2010
60,44.9,29.4,20,3,10,7,2010
58,38.7,30.3,20,3,11,7,2010
57,36.6,30.1,20,3,12,7,2010
57,31.9,30.7,20,3,13,7,2010
52,35.3,31.7,20,3,14,7,2010
51,32.7,32,20,3,15,7,2010
49,34.3,31.9,20,3,16,7,2010
54,35.5,31.3,20,3,17,7,2010
64,37.7,29.8,20,3,18,7,2010
67,43.8,28.9,20,3,19,7,2010
66,51.9,28.8,20,3,20,7,2010
70,55.7,28.2,20,3,21,7,2010
71,55,27.8,20,3,22,7,2010
75,51.1,27.3,20,3,23,7,2010
66,46.2,28.6,20,3,24,7,2010
66,36.5,28.4,21,4,1,7,2010
68,30.4,28,21,4,2,7,2010
68,25.7,27.5,21,4,3,7,2010
70,21.6,27.1,21,4,4,7,2010
69,23.2,26.8,21,4,5,7,2010
67,24.9,26.7,21,4,6,7,2010
63,28.8,27,21,4,7,7,2010
65,34.9,27.1,21,4,8,7,2010
67,42.4,27.2,21,4,9,7,2010
64,41.8,28.1,21,4,10,7,2010
62,38.5,28.9,21,4,11,7,2010
64,36.8,28.8,21,4,12,7,2010
64,37.1,29.2,21,4,13,7,2010
66,32.2,29.2,21,4,14,7,2010
65,30.2,29.5,21,4,15,7,2010
67,30.7,29.4,21,4,16,7,2010
69,28.9,29.1,21,4,17,7,2010
64,38.2,29.2,21,4,18,7,2010
69,41.5,28.3,21,4,19,7,2010
73,51.7,27.7,21,4,20,7,2010
75,54,27.4,21,4,21,7,2010
75,50.5,27.2,21,4,22,7,2010
77,50.2,26.8,21,4,23,7,2010
78,45.8,26.4,21,4,24,7,2010
79,38.2,26.2,22,5,1,7,2010
78,28.8,26.1,22,5,2,7,2010
77,25.8,26.1,22,5,3,7,2010
77,24.9,26,22,5,4,7,2010
78,23.4,26,22,5,5,7,2010
77,25.7,26.1,22,5,6,7,2010
77,32.6,26.1,22,5,7,7,2010
77,39.5,26.4,22,5,8,7,2010
75,40.6,26.7,22,5,9,7,2010
74,39,27.2,22,5,10,7,2010
65,37.3,28.7,22,5,11,7,2010
66,36.7,28.9,22,5,12,7,2010
62,32.3,29.2,22,5,13,7,2010
62,31.8,29.3,22,5,14,7,2010
65,30.6,29,22,5,15,7,2010
69,29.9,28.4,22,5,16,7,2010
70,32.6,28.2,22,5,17,7,2010
74,35.4,27.3,22,5,18,7,2010
77,45.4,26.9,22,5,19,7,2010
76,50.9,27,22,5,20,7,2010
76,46.6,27.1,22,5,21,7,2010
84,50.1,26.2,22,5,22,7,2010
84,47,26,22,5,23,7,2010
84,44.3,25.9,22,5,24,7,2010
88,39.1,25.4,23,6,1,7,2010
87,29,25.2,23,6,2,7,2010
86,27,25.2,23,6,3,7,2010
85,25.6,25.3,23,6,4,7,2010
84,23.8,25.3,23,6,5,7,2010
85,22.6,25.2,23,6,6,7,2010
85,26.1,25.2,23,6,7,7,2010
90,28.9,24.5,23,6,8,7,2010
86,36,23.5,23,6,9,7,2010
85,37.9,23.3,23,6,10,7,2010
84,43.1,23.2,23,6,11,7,2010
85,44.4,23.4,23,6,12,7,2010
83,42.8,23.5,23,6,13,7,2010
83,37.8,24.1,23,6,14,7,2010
82,36,24.4,23,6,15,7,2010
80,37.3,24.9,23,6,16,7,2010
82,34,25,23,6,17,7,2010
83,37.5,24.7,23,6,18,7,2010
85,48.5,24.5,23,6,19,7,2010
83,52.5,24.5,23,6,20,7,2010
82,52.2,24.6,23,6,21,7,2010
83,52.1,24.6,23,6,22,7,2010
84,50.7,24.2,23,6,23,7,2010
83,46.9,24.4,23,6,24,7,2010
83,39.7,24.5,24,7,1,7,2010
84,30.8,24.5,24,7,2,7,2010
88,30.1,24.3,24,7,3,7,2010
90,28.3,24.1,24,7,4,7,2010
87,26.8,23.9,24,7,5,7,2010
87,24,23.7,24,7,6,7,2010
88,27.2,23.6,24,7,7,7,2010
87,27.7,23.9,24,7,8,7,2010
87,34,24,24,7,9,7,2010
86,39,24,24,7,10,7,2010
89,42.6,23.9,24,7,11,7,2010
84,44.3,24.6,24,7,12,7,2010
74,40.9,26.7,24,7,13,7,2010
66,38.7,27.9,24,7,14,7,2010
66,38.7,28.6,24,7,15,7,2010
63,39.6,29.2,24,7,16,7,2010
68,34.7,28.6,24,7,17,7,2010
67,43.1,28.4,24,7,18,7,2010
70,52.2,27.8,24,7,19,7,2010
77,59.8,26.7,24,7,20,7,2010
77,62.4,26.1,24,7,21,7,2010
84,54.5,25.2,24,7,22,7,2010
84,53.1,25.1,24,7,23,7,2010
84,42.1,25.1,24,7,24,7,2010
86,38.4,24.8,25,1,1,7,2010
87,29.5,24.7,25,1,2,7,2010
87,26.7,24.6,25,1,3,7,2010
87,24.2,24.5,25,1,4,7,2010
90,23.6,24.1,25,1,5,7,2010
90,25.2,24.1,25,1,6,7,2010
90,29.3,23.6,25,1,7,7,2010
88,39,23.8,25,1,8,7,2010
82,39.8,25.2,25,1,9,7,2010
73,38.2,26.7,25,1,10,7,2010
68,36.3,27.8,25,1,11,7,2010
68,40.2,28.2,25,1,12,7,2010
66,36.2,28.2,25,1,13,7,2010
65,30.9,28.7,25,1,14,7,2010
65,29,28.9,25,1,15,7,2010
60,28.4,29.6,25,1,16,7,2010
58,29.7,29.4,25,1,17,7,2010
67,38.4,28,25,1,18,7,2010
73,42.2,26.8,25,1,19,7,2010
75,47.2,25.6,25,1,20,7,2010
80,49.7,24.8,25,1,21,7,2010
78,49,24.4,25,1,22,7,2010
82,50.4,24.2,25,1,23,7,2010
82,39.6,24.3,25,1,24,7,2010
83,36.6,24.2,26,2,1,7,2010
83,31,24.4,26,2,2,7,2010
84,27,24.2,26,2,3,7,2010
83,26.8,24.4,26,2,4,7,2010
90,22.4,23.7,26,2,5,7,2010
91,22.1,23.8,26,2,6,7,2010
90,29.4,23.7,26,2,7,7,2010
93,36.5,23,26,2,8,7,2010
90,37.8,23.4,26,2,9,7,2010
82,39.9,24.9,26,2,10,7,2010
74,36,25.8,26,2,11,7,2010
71,34.8,26.5,26,2,12,7,2010
65,34.5,27.6,26,2,13,7,2010
70,33.5,27.6,26,2,14,7,2010
73,27.8,27.2,26,2,15,7,2010
70,29.1,27.5,26,2,16,7,2010
72,29.9,27.5,26,2,17,7,2010
71,34.3,27.6,26,2,18,7,2010
73,45.8,27,26,2,19,7,2010
77,54.4,25.8,26,2,20,7,2010
80,48.3,25.3,26,2,21,7,2010
80,49.6,25.4,26,2,22,7,2010
81,50.8,25.3,26,2,23,7,2010
83,45.3,25.1,26,2,24,7,2010
84,36.9,25,27,3,1,7,2010
84,31.4,24.9,27,3,2,7,2010
84,26.1,24.7,27,3,3,7,2010
85,24.2,24.6,27,3,4,7,2010
87,23.1,24.4,27,3,5,7,2010
86,22.5,24.5,27,3,6,7,2010
83,28.4,24.9,27,3,7,7,2010
78,36.4,25.7,27,3,8,7,2010
74,39.3,26.5,27,3,9,7,2010
72,40.9,27.5,27,3,10,7,2010
63,42.6,28.6,27,3,11,7,2010
60,38.4,29.3,27,3,12,7,2010
52,32.6,30.1,27,3,13,7,2010
55,35.5,30.1,27,3,14,7,2010
54,35.4,28.7,27,3,15,7,2010
58,33.4,29.8,27,3,16,7,2010
54,33.5,29.9,27,3,17,7,2010
50,39.4,30,27,3,18,7,2010
63,43.4,28.6,27,3,19,7,2010
66,44,27,27,3,20,7,2010
69,51.4,26.4,27,3,21,7,2010
73,48.1,26,27,3,22,7,2010
76,51.4,25.7,27,3,23,7,2010
78,46,25.3,27,3,24,7,2010
80,36.9,24.8,28,4,1,7,2010
80,30.2,24.4,28,4,2,7,2010
84,28.2,23.9,28,4,3,7,2010
83,21.9,23.9,28,4,4,7,2010
83,23.2,23.7,28,4,5,7,2010
82,23.6,23.9,28,4,6,7,2010
