Building,Appartment,Energy,Temperature,Humidity
411,1102,13.6,-6.904166667,47.66666667
411,1103,6.8,-6.904166667,47.66666667
411,1201,11,-6.904166667,47.66666667
411,1202,15.9,-6.904166667,47.66666667
411,1203,7.9,-6.904166667,47.66666667
411,1301,10.3,-6.904166667,47.66666667
411,1302,14.8,-6.904166667,47.66666667
411,1303,11.6,-6.904166667,47.66666667
411,1401,10.9,-6.904166667,47.66666667
411,1402,10,-6.904166667,47.66666667
411,1403,16.6,-6.904166667,47.66666667
411,1501,11,-6.904166667,47.66666667
411,1502,14.9,-6.904166667,47.66666667
411,1503,6.5,-6.904166667,47.66666667
411,1601,12.4,-6.904166667,47.66666667
411,1602,2.7,-6.904166667,47.66666667
411,1603,4.4,-6.904166667,47.66666667
411,1701,10.5,-6.904166667,47.66666667
411,1702,11.5,-6.904166667,47.66666667
411,1703,9.5,-6.904166667,47.66666667
411,1801,11.3,-6.904166667,47.66666667
411,1802,9.4,-6.904166667,47.66666667
411,1803,13.4,-6.904166667,47.66666667
411,1901,8.1,-6.904166667,47.66666667
411,1902,10.9,-6.904166667,47.66666667
411,1903,6.3,-6.904166667,47.66666667
411,2001,8.4,-6.904166667,47.66666667
411,2002,14.6,-6.904166667,47.66666667
411,2003,12.4,-6.904166667,47.66666667
411,2101,14.1,-6.904166667,47.66666667
411,2102,13.3,-6.904166667,47.66666667
411,2103,11.1,-6.904166667,47.66666667
411,2201,20.2,-6.904166667,47.66666667
411,2202,8.5,-6.904166667,47.66666667
411,2203,9.1,-6.904166667,47.66666667
411,2301,2.7,-6.904166667,47.66666667
411,2302,8,-6.904166667,47.66666667
411,2303,11.5,-6.904166667,47.66666667
411,2401,8.9,-6.904166667,47.66666667
411,2402,10.7,-6.904166667,47.66666667
411,2403,7,-6.904166667,47.66666667
411,2501,12.4,-6.904166667,47.66666667
411,2502,16.8,-6.904166667,47.66666667
411,2503,9,-6.904166667,47.66666667
411,102,13.9,-5.429166667,44.70833333
411,103,14,-5.429166667,44.70833333
411,202,9.6,-5.429166667,44.70833333
411,203,18,-5.429166667,44.70833333
411,301,3.2,-5.429166667,44.70833333
411,302,12.2,-5.429166667,44.70833333
411,303,17.1,-5.429166667,44.70833333
411,401,2.9,-5.429166667,44.70833333
411,402,10.5,-5.429166667,44.70833333
411,403,2,-5.429166667,44.70833333
411,501,6.6,-5.429166667,44.70833333
411,502,9.3,-5.429166667,44.70833333
411,503,7.8,-5.429166667,44.70833333
411,601,8.9,-5.429166667,44.70833333
411,602,13,-5.429166667,44.70833333
411,603,12.7,-5.429166667,44.70833333
411,701,5.1,-5.429166667,44.70833333
411,702,18.2,-5.429166667,44.70833333
411,703,10.1,-5.429166667,44.70833333
411,801,9.4,-5.429166667,44.70833333
411,802,12.8,-5.429166667,44.70833333
411,803,10.7,-5.429166667,44.70833333
411,901,6,-5.429166667,44.70833333
411,902,8.2,-5.429166667,44.70833333
411,903,12.4,-5.429166667,44.70833333
411,1001,13,-5.429166667,44.70833333
411,1002,18.9,-5.429166667,44.70833333
411,1003,7.5,-5.429166667,44.70833333
411,1101,17,-5.429166667,44.70833333
411,1102,14.2,-5.429166667,44.70833333
411,1103,5.7,-5.429166667,44.70833333
411,1201,13.9,-5.429166667,44.70833333
411,1202,18.4,-5.429166667,44.70833333
411,1203,11.6,-5.429166667,44.70833333
411,1301,8.5,-5.429166667,44.70833333
411,1302,17.5,-5.429166667,44.70833333
411,1303,11.3,-5.429166667,44.70833333
411,1401,11.9,-5.429166667,44.70833333
411,1402,11.6,-5.429166667,44.70833333
411,1403,16.7,-5.429166667,44.70833333
411,1501,6.9,-5.429166667,44.70833333
411,1502,15.7,-5.429166667,44.70833333
411,1503,9.3,-5.429166667,44.70833333
411,1601,12,-5.429166667,44.70833333
411,1602,2.8,-5.429166667,44.70833333
411,1603,3.9,-5.429166667,44.70833333
411,1701,13.2,-5.429166667,44.70833333
411,1702,5.2,-5.429166667,44.70833333
411,1703,10,-5.429166667,44.70833333
411,1801,11.3,-5.429166667,44.70833333
411,1802,11,-5.429166667,44.70833333
411,1803,14.9,-5.429166667,44.70833333
411,1901,8.9,-5.429166667,44.70833333
411,1902,13.8,-5.429166667,44.70833333
411,1903,7.1,-5.429166667,44.70833333
411,2001,9.7,-5.429166667,44.70833333
411,2002,14.5,-5.429166667,44.70833333
411,2003,12,-5.429166667,44.70833333
411,2101,11.1,-5.429166667,44.70833333
411,2102,15.9,-5.429166667,44.70833333
411,2103,12.1,-5.429166667,44.70833333
411,2201,21.6,-5.429166667,44.70833333
411,2202,9.8,-5.429166667,44.70833333
411,2203,10.7,-5.429166667,44.70833333
411,2301,5.2,-5.429166667,44.70833333
411,2302,8.9,-5.429166667,44.70833333
411,2303,15.8,-5.429166667,44.70833333
411,2401,8,-5.429166667,44.70833333
411,2402,13,-5.429166667,44.70833333
411,2403,7,-5.429166667,44.70833333
411,2501,8.3,-5.429166667,44.70833333
411,2502,18.3,-5.429166667,44.70833333
411,2503,10.2,-5.429166667,44.70833333
411,102,8.5,0.083333333,65.83333333
411,103,13.3,0.083333333,65.83333333
411,202,12.8,0.083333333,65.83333333
411,203,9.2,0.083333333,65.83333333
411,301,3.1,0.083333333,65.83333333
411,302,13.7,0.083333333,65.83333333
411,303,15.7,0.083333333,65.83333333
411,401,3.5,0.083333333,65.83333333
411,402,10.9,0.083333333,65.83333333
411,403,8.8,0.083333333,65.83333333
411,501,6.4,0.083333333,65.83333333
411,502,9.9,0.083333333,65.83333333
411,503,8.7,0.083333333,65.83333333
411,601,4.6,0.083333333,65.83333333
411,602,15.6,0.083333333,65.83333333
411,603,14.3,0.083333333,65.83333333
411,701,9,0.083333333,65.83333333
411,702,18,0.083333333,65.83333333
411,703,12,0.083333333,65.83333333
411,801,9.7,0.083333333,65.83333333
411,802,11.8,0.083333333,65.83333333
411,803,10.2,0.083333333,65.83333333
411,901,4.6,0.083333333,65.83333333
411,902,9.6,0.083333333,65.83333333
411,903,8.4,0.083333333,65.83333333
411,1001,14.2,0.083333333,65.83333333
411,1002,19.8,0.083333333,65.83333333
411,1003,8,0.083333333,65.83333333
411,1101,19.2,0.083333333,65.83333333
411,1102,12.9,0.083333333,65.83333333
411,1103,8.1,0.083333333,65.83333333
411,1201,15,0.083333333,65.83333333
411,1202,19.4,0.083333333,65.83333333
411,1203,11.4,0.083333333,65.83333333
411,1301,10.8,0.083333333,65.83333333
411,1302,12.7,0.083333333,65.83333333
411,1303,10.7,0.083333333,65.83333333
411,1401,11.1,0.083333333,65.83333333
411,1402,13.3,0.083333333,65.83333333
411,1403,14.8,0.083333333,65.83333333
411,1501,13.2,0.083333333,65.83333333
411,1502,15.6,0.083333333,65.83333333
411,1503,8.7,0.083333333,65.83333333
411,1601,13.5,0.083333333,65.83333333
411,1602,2.7,0.083333333,65.83333333
411,1603,4,0.083333333,65.83333333
411,1701,11.2,0.083333333,65.83333333
411,1702,8.6,0.083333333,65.83333333
411,1703,7.7,0.083333333,65.83333333
411,1801,12,0.083333333,65.83333333
411,1802,12.7,0.083333333,65.83333333
411,1803,14.1,0.083333333,65.83333333
411,1901,8.8,0.083333333,65.83333333
411,1902,13.8,0.083333333,65.83333333
411,1903,6,0.083333333,65.83333333
411,2001,7.4,0.083333333,65.83333333
411,2002,16.3,0.083333333,65.83333333
411,2003,10.8,0.083333333,65.83333333
411,2101,14,0.083333333,65.83333333
411,2102,17.6,0.083333333,65.83333333
411,2103,6.3,0.083333333,65.83333333
411,2201,19.9,0.083333333,65.83333333
411,2202,15.5,0.083333333,65.83333333
411,2203,14.5,0.083333333,65.83333333
411,2301,6.8,0.083333333,65.83333333
411,2302,8.9,0.083333333,65.83333333
411,2303,11.7,0.083333333,65.83333333
411,2401,8.2,0.083333333,65.83333333
411,2402,14.1,0.083333333,65.83333333
411,2403,7,0.083333333,65.83333333
411,2501,12.4,0.083333333,65.83333333
411,2502,14.1,0.083333333,65.83333333
411,2503,9,0.083333333,65.83333333
411,102,15.3,-2.425,53
411,103,10,-2.425,53
411,202,7.1,-2.425,53
411,203,6.6,-2.425,53
411,301,3.3,-2.425,53
411,302,13.2,-2.425,53
411,303,15.4,-2.425,53
411,401,4.8,-2.425,53
411,402,12,-2.425,53
411,403,6.7,-2.425,53
411,501,5.8,-2.425,53
411,502,9.9,-2.425,53
411,503,8.1,-2.425,53
411,601,10.8,-2.425,53
411,602,12.7,-2.425,53
411,603,12.7,-2.425,53
411,701,6.1,-2.425,53
411,702,20.9,-2.425,53
411,703,8.6,-2.425,53
411,801,10.8,-2.425,53
411,802,13.9,-2.425,53
411,803,5.9,-2.425,53
411,901,3.1,-2.425,53
411,902,7.3,-2.425,53
411,903,12.8,-2.425,53
411,1001,16.3,-2.425,53
411,1002,13.8,-2.425,53
411,1003,8,-2.425,53
411,1101,14.8,-2.425,53
411,1102,14.7,-2.425,53
411,1103,7.4,-2.425,53
411,1201,10.5,-2.425,53
411,1202,14.8,-2.425,53
411,1203,8.6,-2.425,53
411,1301,10.6,-2.425,53
411,1302,12.8,-2.425,53
411,1303,10.6,-2.425,53
411,1401,8.6,-2.425,53
411,1402,10.7,-2.425,53
411,1403,16.7,-2.425,53
411,1501,9,-2.425,53
411,1502,14.1,-2.425,53
411,1503,6.8,-2.425,53
411,1601,11.7,-2.425,53
411,1602,2.7,-2.425,53
411,1603,3.6,-2.425,53
411,1701,10.4,-2.425,53
411,1702,12.1,-2.425,53
411,1703,9.5,-2.425,53
411,1801,10.5,-2.425,53
411,1802,9.9,-2.425,53
411,1803,16.8,-2.425,53
411,1901,7.9,-2.425,53
411,1902,9.5,-2.425,53
411,1903,11,-2.425,53
411,2001,7.5,-2.425,53
411,2002,13.8,-2.425,53
411,2003,14.5,-2.425,53
411,2101,13.7,-2.425,53
411,2102,16.3,-2.425,53
411,2103,10.8,-2.425,53
411,2201,21.8,-2.425,53
411,2202,13.7,-2.425,53
411,2203,12.9,-2.425,53
411,2301,3.3,-2.425,53
411,2302,8.6,-2.425,53
411,2303,12.8,-2.425,53
411,2401,8.4,-2.425,53
411,2402,11.3,-2.425,53
411,2403,5.9,-2.425,53
411,2501,11.2,-2.425,53
411,2502,18.1,-2.425,53
411,2503,10,-2.425,53
411,102,13.6,-4.266666667,51.70833333
411,103,8.7,-4.266666667,51.70833333
411,202,7.5,-4.266666667,51.70833333
411,203,14.2,-4.266666667,51.70833333
411,301,3.2,-4.266666667,51.70833333
411,302,13.2,-4.266666667,51.70833333
411,303,15.6,-4.266666667,51.70833333
411,401,2.7,-4.266666667,51.70833333
411,402,12.2,-4.266666667,51.70833333
411,403,6.6,-4.266666667,51.70833333
411,501,6.2,-4.266666667,51.70833333
411,502,10.1,-4.266666667,51.70833333
411,503,7.8,-4.266666667,51.70833333
411,601,12.4,-4.266666667,51.70833333
411,602,10.7,-4.266666667,51.70833333
411,603,12.4,-4.266666667,51.70833333
411,701,6,-4.266666667,51.70833333
411,702,20.2,-4.266666667,51.70833333
411,703,9.3,-4.266666667,51.70833333
411,801,10,-4.266666667,51.70833333
411,802,10.5,-4.266666667,51.70833333
411,803,3.3,-4.266666667,51.70833333
411,901,4,-4.266666667,51.70833333
411,902,7.5,-4.266666667,51.70833333
411,903,11.2,-4.266666667,51.70833333
411,1001,10.3,-4.266666667,51.70833333
411,1002,15.6,-4.266666667,51.70833333
411,1003,7.2,-4.266666667,51.70833333
411,1101,14.1,-4.266666667,51.70833333
411,1102,12.7,-4.266666667,51.70833333
411,1103,8.2,-4.266666667,51.70833333
411,1201,9.6,-4.266666667,51.70833333
411,1202,14.9,-4.266666667,51.70833333
411,1203,7.7,-4.266666667,51.70833333
411,1301,10.5,-4.266666667,51.70833333
411,1302,14.2,-4.266666667,51.70833333
411,1303,13,-4.266666667,51.70833333
411,1401,9.9,-4.266666667,51.70833333
411,1402,13.1,-4.266666667,51.70833333
411,1403,11.2,-4.266666667,51.70833333
411,1501,9.1,-4.266666667,51.70833333
411,1502,14.2,-4.266666667,51.70833333
411,1503,10.4,-4.266666667,51.70833333
411,1601,14.1,-4.266666667,51.70833333
411,1602,2.7,-4.266666667,51.70833333
411,1603,3.4,-4.266666667,51.70833333
411,1701,9.4,-4.266666667,51.70833333
411,1702,12.4,-4.266666667,51.70833333
411,1703,10.5,-4.266666667,51.70833333
411,1801,10.1,-4.266666667,51.70833333
411,1802,7.9,-4.266666667,51.70833333
411,1803,11.7,-4.266666667,51.70833333
411,1901,7.6,-4.266666667,51.70833333
411,1902,10.7,-4.266666667,51.70833333
411,1903,9.1,-4.266666667,51.70833333
411,2001,7.4,-4.266666667,51.70833333
411,2002,14.3,-4.266666667,51.70833333
411,2003,12.2,-4.266666667,51.70833333
411,2101,12.5,-4.266666667,51.70833333
411,2102,13.4,-4.266666667,51.70833333
411,2103,13.7,-4.266666667,51.70833333
411,2201,20.1,-4.266666667,51.70833333
411,2202,13.9,-4.266666667,51.70833333
411,2203,13.7,-4.266666667,51.70833333
411,2301,3.3,-4.266666667,51.70833333
411,2302,9.4,-4.266666667,51.70833333
411,2303,10.6,-4.266666667,51.70833333
411,2401,7.8,-4.266666667,51.70833333
411,2402,9.7,-4.266666667,51.70833333
411,2403,6.2,-4.266666667,51.70833333
411,2501,12.4,-4.266666667,51.70833333
411,2502,14.2,-4.266666667,51.70833333
411,2503,9,-4.266666667,51.70833333
411,102,12.7,-0.4125,72.75
411,103,9.3,-0.4125,72.75
411,202,11.4,-0.4125,72.75
411,203,17,-0.4125,72.75
411,301,3.2,-0.4125,72.75
411,302,11.6,-0.4125,72.75
411,303,15.4,-0.4125,72.75
411,401,3.9,-0.4125,72.75
411,402,13.6,-0.4125,72.75
411,403,6.8,-0.4125,72.75
411,501,5.7,-0.4125,72.75
411,502,9.7,-0.4125,72.75
411,503,8.3,-0.4125,72.75
411,601,8.7,-0.4125,72.75
411,602,12.6,-0.4125,72.75
411,603,13.5,-0.4125,72.75
411,701,6.3,-0.4125,72.75
411,702,21,-0.4125,72.75
411,703,12.4,-0.4125,72.75
411,801,8.4,-0.4125,72.75
411,802,13.1,-0.4125,72.75
411,803,3.3,-0.4125,72.75
411,901,3.3,-0.4125,72.75
411,902,7.1,-0.4125,72.75
411,903,10.7,-0.4125,72.75
411,1001,11.6,-0.4125,72.75
411,1002,15.9,-0.4125,72.75
411,1003,8.3,-0.4125,72.75
411,1101,16.5,-0.4125,72.75
411,1102,15.6,-0.4125,72.75
411,1103,7.9,-0.4125,72.75
411,1201,11,-0.4125,72.75
411,1202,14.1,-0.4125,72.75
411,1203,7.1,-0.4125,72.75
411,1301,11.3,-0.4125,72.75
411,1302,15.6,-0.4125,72.75
411,1303,11.4,-0.4125,72.75
411,1401,9.4,-0.4125,72.75
411,1402,9.6,-0.4125,72.75
411,1403,15.3,-0.4125,72.75
411,1501,9.5,-0.4125,72.75
411,1502,13.6,-0.4125,72.75
411,1503,6.4,-0.4125,72.75
411,1601,11.8,-0.4125,72.75
411,1602,2.7,-0.4125,72.75
411,1603,3.4,-0.4125,72.75
411,1701,11.6,-0.4125,72.75
411,1702,13.5,-0.4125,72.75
411,1703,10.9,-0.4125,72.75
411,1801,11.3,-0.4125,72.75
411,1802,9.1,-0.4125,72.75
411,1803,14.2,-0.4125,72.75
411,1901,7.5,-0.4125,72.75
411,1902,9.3,-0.4125,72.75
411,1903,8.3,-0.4125,72.75
411,2001,7.1,-0.4125,72.75
411,2002,13.6,-0.4125,72.75
411,2003,13.7,-0.4125,72.75
411,2101,14.1,-0.4125,72.75
411,2102,14.4,-0.4125,72.75
411,2103,12.7,-0.4125,72.75
411,2201,24.4,-0.4125,72.75
411,2202,15.2,-0.4125,72.75
411,2203,10.1,-0.4125,72.75
411,2301,3.1,-0.4125,72.75
411,2302,7.7,-0.4125,72.75
411,2303,11.5,-0.4125,72.75
411,2401,9.2,-0.4125,72.75
411,2402,10.9,-0.4125,72.75
411,2403,6.7,-0.4125,72.75
411,2501,13,-0.4125,72.75
411,2502,18.8,-0.4125,72.75
411,2503,10.6,-0.4125,72.75
411,102,13.3,-0.091666667,68.45833333
411,103,9.5,-0.091666667,68.45833333
411,202,10.8,-0.091666667,68.45833333
411,203,15.9,-0.091666667,68.45833333
411,301,3.4,-0.091666667,68.45833333
411,302,9.9,-0.091666667,68.45833333
411,303,12.5,-0.091666667,68.45833333
411,401,3.9,-0.091666667,68.45833333
411,402,13,-0.091666667,68.45833333
411,403,4,-0.091666667,68.45833333
411,501,5.4,-0.091666667,68.45833333
411,502,10,-0.091666667,68.45833333
411,503,7.5,-0.091666667,68.45833333
411,601,8.3,-0.091666667,68.45833333
411,602,14,-0.091666667,68.45833333
411,603,13,-0.091666667,68.45833333
411,701,5.6,-0.091666667,68.45833333
411,702,20.9,-0.091666667,68.45833333
411,703,7.5,-0.091666667,68.45833333
411,801,10.1,-0.091666667,68.45833333
411,802,13.6,-0.091666667,68.45833333
411,803,6.8,-0.091666667,68.45833333
411,901,4.4,-0.091666667,68.45833333
411,902,7.9,-0.091666667,68.45833333
411,903,13.7,-0.091666667,68.45833333
411,1001,11.9,-0.091666667,68.45833333
411,1002,15.1,-0.091666667,68.45833333
411,1003,8.4,-0.091666667,68.45833333
411,1101,15.7,-0.091666667,68.45833333
411,1102,12.5,-0.091666667,68.45833333
411,1103,8.1,-0.091666667,68.45833333
411,1201,10.6,-0.091666667,68.45833333
411,1202,16.7,-0.091666667,68.45833333
411,1203,7.6,-0.091666667,68.45833333
411,1301,10.5,-0.091666667,68.45833333
411,1302,13.1,-0.091666667,68.45833333
411,1303,11,-0.091666667,68.45833333
411,1401,9.6,-0.091666667,68.45833333
411,1402,7.8,-0.091666667,68.45833333
411,1403,15.5,-0.091666667,68.45833333
411,1501,8.1,-0.091666667,68.45833333
411,1502,12.8,-0.091666667,68.45833333
411,1503,6.3,-0.091666667,68.45833333
411,1601,11.2,-0.091666667,68.45833333
411,1602,2.7,-0.091666667,68.45833333
411,1603,3.9,-0.091666667,68.45833333
411,1701,10.5,-0.091666667,68.45833333
411,1702,12.1,-0.091666667,68.45833333
411,1703,10.1,-0.091666667,68.45833333
411,1801,9.6,-0.091666667,68.45833333
411,1802,10.5,-0.091666667,68.45833333
411,1803,14.2,-0.091666667,68.45833333
411,1901,8.6,-0.091666667,68.45833333
411,1902,9,-0.091666667,68.45833333
411,1903,11.5,-0.091666667,68.45833333
411,2001,7.7,-0.091666667,68.45833333
411,2002,12.6,-0.091666667,68.45833333
411,2003,13.8,-0.091666667,68.45833333
411,2101,14.8,-0.091666667,68.45833333
411,2102,15.4,-0.091666667,68.45833333
411,2103,10.4,-0.091666667,68.45833333
411,2201,20.5,-0.091666667,68.45833333
411,2202,14.9,-0.091666667,68.45833333
411,2203,12.7,-0.091666667,68.45833333
411,2301,3.1,-0.091666667,68.45833333
411,2302,7.9,-0.091666667,68.45833333
411,2303,10.7,-0.091666667,68.45833333
411,2401,9,-0.091666667,68.45833333
411,2402,11.5,-0.091666667,68.45833333
411,2403,6.7,-0.091666667,68.45833333
411,2501,11.7,-0.091666667,68.45833333
411,2502,14,-0.091666667,68.45833333
411,2503,10.5,-0.091666667,68.45833333
411,102,8.4,-2.366666667,53.625
411,103,8.2,-2.366666667,53.625
411,202,8.8,-2.366666667,53.625
411,203,18.2,-2.366666667,53.625
411,301,3.1,-2.366666667,53.625
411,302,8.2,-2.366666667,53.625
411,303,14.9,-2.366666667,53.625
411,401,3.3,-2.366666667,53.625
411,402,14.9,-2.366666667,53.625
411,403,4.2,-2.366666667,53.625
411,501,5.5,-2.366666667,53.625
411,502,9.9,-2.366666667,53.625
411,503,6.2,-2.366666667,53.625
411,601,9.2,-2.366666667,53.625
411,602,13.2,-2.366666667,53.625
411,603,12.2,-2.366666667,53.625
411,701,5.7,-2.366666667,53.625
411,702,17.6,-2.366666667,53.625
411,703,8.1,-2.366666667,53.625
411,801,10.6,-2.366666667,53.625
411,802,11.7,-2.366666667,53.625
411,803,11.5,-2.366666667,53.625
411,901,3.9,-2.366666667,53.625
411,902,8,-2.366666667,53.625
411,903,8.2,-2.366666667,53.625
411,1001,12.8,-2.366666667,53.625
411,1002,12.7,-2.366666667,53.625
411,1003,8.4,-2.366666667,53.625
411,1101,11.3,-2.366666667,53.625
411,1102,14.6,-2.366666667,53.625
411,1103,8.3,-2.366666667,53.625
411,1201,11.8,-2.366666667,53.625
411,1202,17.8,-2.366666667,53.625
411,1203,9.2,-2.366666667,53.625
411,1301,10.2,-2.366666667,53.625
411,1302,13,-2.366666667,53.625
411,1303,9.3,-2.366666667,53.625
411,1401,10.6,-2.366666667,53.625
411,1402,9.7,-2.366666667,53.625
411,1403,13.5,-2.366666667,53.625
411,1501,10.9,-2.366666667,53.625
411,1502,14.5,-2.366666667,53.625
411,1503,10,-2.366666667,53.625
411,1601,11.5,-2.366666667,53.625
411,1602,2.8,-2.366666667,53.625
411,1603,3.4,-2.366666667,53.625
411,1701,10.8,-2.366666667,53.625
411,1702,11.8,-2.366666667,53.625
411,1703,10.1,-2.366666667,53.625
411,1801,11.2,-2.366666667,53.625
411,1802,9.6,-2.366666667,53.625
411,1803,13.7,-2.366666667,53.625
411,1901,8.7,-2.366666667,53.625
411,1902,9.8,-2.366666667,53.625
411,1903,12,-2.366666667,53.625
411,2001,8.3,-2.366666667,53.625
411,2002,16.1,-2.366666667,53.625
411,2003,14.8,-2.366666667,53.625
411,2101,12.7,-2.366666667,53.625
411,2102,16.8,-2.366666667,53.625
411,2103,11.6,-2.366666667,53.625
411,2201,19.1,-2.366666667,53.625
411,2202,16.2,-2.366666667,53.625
411,2203,12.4,-2.366666667,53.625
411,2301,3.1,-2.366666667,53.625
411,2302,9,-2.366666667,53.625
411,2303,9.1,-2.366666667,53.625
411,2401,10,-2.366666667,53.625
411,2402,10.6,-2.366666667,53.625
411,2403,6.2,-2.366666667,53.625
411,2501,11,-2.366666667,53.625
411,2502,15.6,-2.366666667,53.625
411,2503,10.7,-2.366666667,53.625
411,102,1.4,1.420833333,65.29166667
411,103,9.8,1.420833333,65.29166667
411,202,10.8,1.420833333,65.29166667
411,203,19.4,1.420833333,65.29166667
411,301,3.4,1.420833333,65.29166667
411,302,12.8,1.420833333,65.29166667
411,303,17.4,1.420833333,65.29166667
411,401,3.6,1.420833333,65.29166667
411,402,13.2,1.420833333,65.29166667
411,403,11,1.420833333,65.29166667
411,501,6.4,1.420833333,65.29166667
411,502,9.3,1.420833333,65.29166667
411,503,7.4,1.420833333,65.29166667
411,601,7.7,1.420833333,65.29166667
411,602,12.3,1.420833333,65.29166667
411,603,15.2,1.420833333,65.29166667
411,701,7.1,1.420833333,65.29166667
411,702,13.6,1.420833333,65.29166667
411,703,11.8,1.420833333,65.29166667
411,801,10.4,1.420833333,65.29166667
411,802,13.3,1.420833333,65.29166667
411,803,11.3,1.420833333,65.29166667
411,901,3.3,1.420833333,65.29166667
411,902,8.4,1.420833333,65.29166667
411,903,11.7,1.420833333,65.29166667
411,1001,11.5,1.420833333,65.29166667
411,1002,16.6,1.420833333,65.29166667
411,1003,8.2,1.420833333,65.29166667
411,1101,19.7,1.420833333,65.29166667
411,1102,13.6,1.420833333,65.29166667
411,1103,8.4,1.420833333,65.29166667
411,1201,12.1,1.420833333,65.29166667
411,1202,10.8,1.420833333,65.29166667
411,1203,13,1.420833333,65.29166667
411,1301,11.5,1.420833333,65.29166667
411,1302,14.3,1.420833333,65.29166667
411,1303,10.4,1.420833333,65.29166667
411,1401,7.7,1.420833333,65.29166667
411,1402,12.1,1.420833333,65.29166667
411,1403,19.4,1.420833333,65.29166667
411,1501,11.8,1.420833333,65.29166667
411,1502,15.9,1.420833333,65.29166667
411,1503,9.8,1.420833333,65.29166667
411,1601,14.1,1.420833333,65.29166667
411,1602,2.7,1.420833333,65.29166667
411,1603,3.5,1.420833333,65.29166667
411,1701,13.6,1.420833333,65.29166667
411,1702,11.5,1.420833333,65.29166667
411,1703,12.1,1.420833333,65.29166667
411,1801,11.4,1.420833333,65.29166667
411,1802,11.5,1.420833333,65.29166667
411,1803,14.1,1.420833333,65.29166667
411,1901,9.8,1.420833333,65.29166667
411,1902,15.3,1.420833333,65.29166667
411,1903,8.1,1.420833333,65.29166667
411,2001,6,1.420833333,65.29166667
411,2002,16,1.420833333,65.29166667
411,2003,12.1,1.420833333,65.29166667
411,2101,13.2,1.420833333,65.29166667
411,2102,14.1,1.420833333,65.29166667
411,2103,14.5,1.420833333,65.29166667
411,2201,17.9,1.420833333,65.29166667
411,2202,12.4,1.420833333,65.29166667
411,2203,12.9,1.420833333,65.29166667
411,2301,4.7,1.420833333,65.29166667
411,2302,7.8,1.420833333,65.29166667
411,2303,11,1.420833333,65.29166667
411,2401,10.6,1.420833333,65.29166667
411,2402,12.2,1.420833333,65.29166667
411,2403,8,1.420833333,65.29166667
411,2501,10.5,1.420833333,65.29166667
411,2502,16.8,1.420833333,65.29166667
411,2503,10.2,1.420833333,65.29166667
411,102,1.2,1.7375,81.875
411,103,12.7,1.7375,81.875
411,202,10.8,1.7375,81.875
411,203,18.2,1.7375,81.875
411,301,3.4,1.7375,81.875
411,302,11.4,1.7375,81.875
411,303,16.1,1.7375,81.875
411,401,4.2,1.7375,81.875
411,402,11.2,1.7375,81.875
411,403,12,1.7375,81.875
411,501,6.5,1.7375,81.875
411,502,10.4,1.7375,81.875
411,503,9,1.7375,81.875
411,601,10.9,1.7375,81.875
411,602,13.8,1.7375,81.875
411,603,13.8,1.7375,81.875
411,701,7.4,1.7375,81.875
411,702,9.8,1.7375,81.875
411,703,13.1,1.7375,81.875
411,801,9.4,1.7375,81.875
411,802,12.8,1.7375,81.875
411,803,13.6,1.7375,81.875
411,901,4.3,1.7375,81.875
411,902,9.8,1.7375,81.875
411,903,9.1,1.7375,81.875
411,1001,15,1.7375,81.875
411,1002,15.2,1.7375,81.875
411,1003,8.9,1.7375,81.875
411,1101,13.2,1.7375,81.875
411,1102,12.2,1.7375,81.875
411,1103,9.7,1.7375,81.875
411,1201,10.8,1.7375,81.875
411,1202,9.7,1.7375,81.875
411,1203,13.2,1.7375,81.875
411,1301,10.1,1.7375,81.875
411,1302,14.1,1.7375,81.875
411,1303,10.5,1.7375,81.875
411,1401,12.4,1.7375,81.875
411,1402,10.7,1.7375,81.875
411,1403,16.6,1.7375,81.875
411,1501,12.1,1.7375,81.875
411,1502,15.2,1.7375,81.875
411,1503,11.2,1.7375,81.875
411,1601,14.4,1.7375,81.875
411,1602,2.7,1.7375,81.875
411,1603,4.1,1.7375,81.875
411,1701,11.7,1.7375,81.875
411,1702,11.6,1.7375,81.875
411,1703,11.7,1.7375,81.875
411,1801,13.2,1.7375,81.875
411,1802,11,1.7375,81.875
411,1803,14.7,1.7375,81.875
411,1901,9,1.7375,81.875
411,1902,11.9,1.7375,81.875
411,1903,5.5,1.7375,81.875
411,2001,7.1,1.7375,81.875
411,2002,18.5,1.7375,81.875
411,2003,12.5,1.7375,81.875
411,2101,15.3,1.7375,81.875
411,2102,15.2,1.7375,81.875
411,2103,12.2,1.7375,81.875
411,2201,24.6,1.7375,81.875
411,2202,19.5,1.7375,81.875
411,2203,13.8,1.7375,81.875
411,2301,6.5,1.7375,81.875
411,2302,8.7,1.7375,81.875
411,2303,14.1,1.7375,81.875
411,2401,10.1,1.7375,81.875
411,2402,17.1,1.7375,81.875
411,2403,8.5,1.7375,81.875
411,2501,11.4,1.7375,81.875
411,2502,16,1.7375,81.875
411,2503,10,1.7375,81.875
411,102,1.3,0.866666667,73.83333333
411,103,11.3,0.866666667,73.83333333
411,202,9.8,0.866666667,73.83333333
411,203,15.7,0.866666667,73.83333333
411,301,3.2,0.866666667,73.83333333
411,302,12.3,0.866666667,73.83333333
411,303,16.2,0.866666667,73.83333333
411,401,5,0.866666667,73.83333333
