,loss,mse,mae,val_loss,val_mse,val_mae
0,0.029366059228777885,0.029366059228777885,0.13924404978752136,0.017353521659970284,0.017353521659970284,0.11090630292892456
1,0.019758788868784904,0.019758788868784904,0.11602924019098282,0.016015226021409035,0.016015226021409035,0.1015736311674118
2,0.015663590282201767,0.015663590282201767,0.09884724020957947,0.013889272697269917,0.013889272697269917,0.09256839007139206
3,0.015067659318447113,0.015067659318447113,0.09505534917116165,0.014170556329190731,0.014170556329190731,0.09235671907663345
4,0.013070888817310333,0.013070888817310333,0.08797401934862137,0.011565295048058033,0.011565295048058033,0.08129380643367767
0,0.04276539385318756,0.04276539385318756,0.15966293215751648,0.018072407692670822,0.018072407692670822,0.11232759803533554
1,0.017943309620022774,0.017943309620022774,0.10789629817008972,0.01599331945180893,0.01599331945180893,0.09840883314609528
2,0.015427122823894024,0.015427122823894024,0.09766584634780884,0.015090923756361008,0.015090923756361008,0.0948438048362732
3,0.013520940206944942,0.013520940206944942,0.09095511585474014,0.011080996133387089,0.011080996133387089,0.08242365717887878
4,0.01133007649332285,0.01133007649332285,0.08110328763723373,0.009950916282832623,0.009950916282832623,0.07806975394487381
